generation,phase,best_fitness,avg_fitness,median_fitness,best_delta,median_delta,global_best_fitness,n_species,n_connections_best,n_hidden_best,elapsed_sec
613,1,2.164062,1.268510,1.300781,2.164062,1.300781,3.199219,326,52,25,0.28
614,1,1.804688,0.873627,0.580078,1.804688,0.580078,3.199219,321,50,26,0.28
615,1,1.976562,1.100656,1.511719,1.976562,1.511719,3.199219,256,49,24,0.15
616,1,0.761719,-0.218457,-0.119141,0.761719,-0.119141,3.199219,281,48,24,0.28
617,1,2.250000,1.388393,1.525391,2.250000,1.525391,3.199219,296,50,27,0.27
618,1,0.177734,-0.508139,-0.472656,0.177734,-0.472656,3.199219,302,48,26,0.15
619,1,-0.226562,-1.149184,-1.320312,-0.226562,-1.320312,3.199219,304,46,24,0.42
620,1,2.320312,1.514326,1.552734,2.320312,1.552734,3.199219,301,52,25,0.27
621,1,2.308594,1.346977,1.398438,2.308594,1.398438,3.199219,309,50,26,0.28
622,1,0.449219,-0.124258,-0.056641,0.449219,-0.056641,3.199219,314,47,23,0.29
623,1,-0.542969,-0.985752,-0.898438,-0.542969,-0.898438,3.199219,314,51,27,0.28
624,1,0.402344,-0.468852,-0.537109,0.402344,-0.537109,3.199219,310,48,25,0.40
625,1,-0.017578,-0.595652,-0.539062,-0.017578,-0.539062,3.199219,316,47,23,0.28
626,1,0.435547,-0.172529,-0.173828,0.435547,-0.173828,3.199219,314,48,23,0.40
627,1,-0.140625,-0.775592,-0.742188,-0.140625,-0.742188,3.199219,316,50,26,0.27
628,1,1.560547,0.811811,0.841797,1.560547,0.841797,3.199219,317,50,24,0.14
629,1,2.257812,1.229562,1.097656,2.257812,1.097656,3.199219,314,45,23,0.42
630,1,1.892578,1.282059,1.306641,1.892578,1.306641,3.199219,309,52,25,0.29
631,1,-0.646484,-1.683252,-1.666016,-0.646484,-1.666016,3.199219,308,49,24,0.29
632,1,1.248047,0.233154,0.308594,1.248047,0.308594,3.199219,310,50,25,0.26
633,1,0.408203,-1.072668,-1.044922,0.408203,-1.044922,3.199219,317,43,23,0.27
634,1,1.689453,0.961467,1.001953,1.689453,1.001953,3.199219,320,48,24,0.28
635,1,1.308594,0.085906,0.115234,1.308594,0.115234,3.199219,319,52,24,0.29
636,1,1.066406,0.049477,0.074219,1.066406,0.074219,3.199219,317,53,28,0.27
637,1,0.125000,-0.407049,-0.324219,0.125000,-0.324219,3.199219,317,51,26,0.14
638,1,0.580078,-0.852313,-1.056641,0.580078,-1.056641,3.199219,319,49,24,0.41
639,1,-1.107422,-1.863781,-1.791016,-1.107422,-1.791016,3.199219,323,49,25,0.27
640,1,0.603516,0.131645,0.085938,0.603516,0.085938,3.199219,319,52,25,0.28
641,1,-0.527344,-1.011482,-0.968750,-0.527344,-0.968750,3.199219,315,51,27,0.40
642,1,-1.195312,-1.692664,-1.646484,-1.195312,-1.646484,3.199219,313,50,24,0.26
643,1,1.533203,0.943277,0.990234,1.533203,0.990234,3.199219,316,49,27,0.15
644,1,1.707031,0.838523,0.804688,1.707031,0.804688,3.199219,310,45,23,0.27
645,1,0.691406,-0.306715,-0.384766,0.691406,-0.384766,3.199219,307,54,27,0.27
646,1,1.595703,0.630039,0.548828,1.595703,0.548828,3.199219,309,52,26,0.14
647,1,2.125000,1.240289,1.326172,2.125000,1.326172,3.199219,313,46,25,0.29
648,1,-1.283203,-1.918041,-1.843750,-1.283203,-1.843750,3.199219,307,55,27,0.43
649,1,-0.525391,-1.978539,-1.667969,-0.525391,-1.667969,3.199219,123,57,26,0.42
650,1,0.927734,-0.225973,-0.013672,0.927734,-0.013672,3.199219,162,57,27,0.29
651,1,0.007812,-0.706545,-0.552734,0.007812,-0.552734,3.199219,183,51,25,0.29
652,1,0.490234,-0.808881,-0.677734,0.490234,-0.677734,3.199219,200,53,27,0.43
653,1,-0.501953,-1.269363,-1.187500,-0.501953,-1.187500,3.199219,216,54,29,0.28
654,1,0.697266,0.109572,0.279297,0.697266,0.279297,3.199219,229,46,25,0.14
655,1,0.960938,0.354510,0.542969,0.960938,0.542969,3.199219,235,50,25,0.15
656,1,-0.396484,-1.720096,-1.955078,-0.396484,-1.955078,3.199219,248,57,29,0.40
657,1,-0.173828,-1.186969,-1.058594,-0.173828,-1.058594,3.199219,250,56,29,0.42
658,1,-0.289062,-1.037441,-0.875000,-0.289062,-0.875000,3.199219,259,50,24,0.28
659,1,-0.769531,-1.657059,-1.714844,-0.769531,-1.714844,3.199219,267,50,26,0.28
660,1,-0.546875,-1.977740,-1.925781,-0.546875,-1.925781,3.199219,270,47,25,0.42
661,1,0.527344,-0.415021,-0.285156,0.527344,-0.285156,3.199219,252,57,29,0.28
662,1,-0.316406,-1.282961,-1.197266,-0.316406,-1.197266,3.199219,272,56,28,0.44
663,1,2.244141,1.547055,1.718750,2.244141,1.718750,3.199219,274,59,28,0.14
664,1,-0.884766,-1.646793,-1.574219,-0.884766,-1.574219,3.199219,278,49,26,0.28
665,1,1.558594,0.541238,0.658203,1.558594,0.658203,3.199219,275,45,24,0.40
666,1,0.587891,-0.206396,-0.189453,0.587891,-0.189453,3.199219,266,53,26,0.15
667,1,1.958984,0.725527,0.828125,1.958984,0.828125,3.199219,264,53,26,0.43
668,1,1.843750,0.909734,0.894531,1.843750,0.894531,3.199219,267,48,24,0.29
669,1,-1.105469,-1.788305,-1.816406,-1.105469,-1.816406,3.199219,267,53,29,0.26
670,1,0.949219,0.164146,0.277344,0.949219,0.277344,3.199219,246,55,27,0.15
671,1,-1.142578,-2.083477,-1.976562,-1.142578,-1.976562,3.199219,250,48,26,0.41
672,1,-0.753906,-1.500232,-1.312500,-0.753906,-1.312500,3.199219,241,51,23,0.27
673,1,-0.945312,-1.777740,-1.636719,-0.945312,-1.636719,3.199219,257,47,25,0.29
674,1,2.097656,0.891057,0.843750,2.097656,0.843750,3.199219,257,57,29,0.29
675,1,0.949219,0.066418,0.201172,0.949219,0.201172,3.199219,254,57,29,0.15
676,1,1.853516,1.123729,1.226562,1.853516,1.226562,3.199219,257,49,24,0.14
677,1,1.382812,0.518352,0.679688,1.382812,0.679688,3.199219,263,55,27,0.29
678,1,1.490234,0.820289,0.984375,1.490234,0.984375,3.199219,269,55,27,0.13
679,1,0.865234,0.185906,0.298828,0.865234,0.298828,3.199219,269,52,25,0.14
680,1,2.361328,1.493906,1.482422,2.361328,1.482422,3.199219,267,48,25,0.42
681,1,1.439453,1.014014,1.132812,1.439453,1.132812,3.199219,276,56,28,0.13
682,1,0.785156,-0.265107,-0.093750,0.785156,-0.093750,3.199219,273,55,28,0.28
683,1,0.332031,-0.940688,-0.878906,0.332031,-0.878906,3.199219,269,55,30,0.42
684,1,1.437500,0.670129,0.785156,1.437500,0.785156,3.199219,279,55,27,0.15
685,1,0.703125,-0.019936,0.099609,0.703125,0.099609,3.199219,292,49,27,0.43
686,1,2.035156,1.332928,1.470703,2.035156,1.470703,3.199219,296,58,30,0.29
687,1,0.783203,-0.136668,-0.109375,0.783203,-0.109375,3.199219,291,52,25,0.30
688,1,1.966797,1.085402,1.169922,1.966797,1.169922,3.199219,281,47,26,0.42
689,1,1.044922,0.404254,0.480469,1.044922,0.480469,3.199219,279,54,29,0.15
690,1,1.505859,0.892188,1.005859,1.505859,1.005859,3.199219,272,48,24,0.14
691,1,0.990234,-0.526584,-0.427734,0.990234,-0.427734,3.199219,272,47,26,0.29
692,1,1.421875,0.515559,0.558594,1.421875,0.558594,3.199219,259,46,25,0.41
693,1,2.830078,1.957113,2.062500,2.830078,2.062500,3.199219,255,47,25,0.29
694,1,1.039062,0.304432,0.384766,1.039062,0.384766,3.199219,263,57,28,0.15
695,1,1.060547,0.580846,0.683594,1.060547,0.683594,3.199219,260,50,27,0.13
696,1,3.416016,1.901377,1.966797,3.416016,1.966797,3.416016,265,44,24,0.41
697,1,-1.623047,-2.900467,-2.845703,-1.623047,-2.845703,3.416016,277,52,28,0.41
698,1,0.763672,-0.463227,-0.621094,0.763672,-0.621094,3.416016,283,54,26,0.27
699,1,1.814453,1.086740,1.185547,1.814453,1.185547,3.416016,286,45,25,0.27
700,1,1.982422,0.774977,0.884766,1.982422,0.884766,3.416016,287,51,26,0.43
701,1,-1.369141,-3.143410,-3.195312,-1.369141,-3.195312,3.416016,272,47,25,0.54
702,1,1.041016,0.297494,0.439453,1.041016,0.439453,3.416016,279,55,27,0.14
703,1,2.890625,1.501896,1.115234,2.890625,1.115234,3.416016,285,55,27,0.29
704,1,1.791016,1.234279,1.244141,1.791016,1.244141,3.416016,287,48,23,0.28
705,1,1.638672,0.611564,0.609375,1.638672,0.609375,3.416016,284,59,27,0.41
706,1,1.060547,0.391211,0.472656,1.060547,0.472656,3.416016,295,49,24,0.14
707,1,1.703125,1.149943,1.171875,1.703125,1.171875,3.416016,299,55,27,0.15
708,1,0.072266,-1.136906,-1.083984,0.072266,-1.083984,3.416016,294,56,30,0.29
709,1,0.923828,-0.036875,0.029297,0.923828,0.029297,3.416016,291,45,25,0.41
710,1,2.162109,1.432646,1.519531,2.162109,1.519531,3.416016,296,51,27,0.29
711,1,1.021484,0.094051,0.136719,1.021484,0.136719,3.416016,293,52,27,0.15
712,1,-0.505859,-1.462145,-1.662109,-0.505859,-1.662109,3.416016,289,55,30,0.28
713,1,-0.189453,-0.791740,-0.720703,-0.189453,-0.720703,3.416016,290,41,24,0.44
714,1,0.087891,-0.870791,-0.861328,0.087891,-0.861328,3.416016,288,44,25,0.43
715,1,2.058594,1.527789,1.601562,2.058594,1.601562,3.416016,281,44,25,0.27
716,1,-0.699219,-1.536375,-1.417969,-0.699219,-1.417969,3.416016,283,45,24,0.28
717,1,-1.638672,-2.571363,-2.431641,-1.638672,-2.431641,3.416016,283,60,30,0.43
718,1,1.138672,0.571871,0.644531,1.138672,0.644531,3.416016,275,59,27,0.14
719,1,-1.488281,-2.585762,-2.734375,-1.488281,-2.734375,3.416016,278,46,26,0.41
720,1,1.529297,0.932406,1.031250,1.529297,1.031250,3.416016,281,60,30,0.14
721,1,0.683594,-0.357049,-0.287109,0.683594,-0.287109,3.416016,277,49,24,0.29
722,1,0.632812,-0.094607,-0.007812,0.632812,-0.007812,3.416016,271,52,27,0.14
723,1,1.039062,0.109924,0.144531,1.039062,0.144531,3.416016,275,45,26,0.29
724,1,0.767578,-0.295961,-0.246094,0.767578,-0.246094,3.416016,289,47,25,0.30
725,1,1.744141,1.130234,1.255859,1.744141,1.255859,3.416016,283,45,25,0.28
726,1,-1.830078,-3.054020,-3.048828,-1.830078,-3.048828,3.416016,285,51,26,0.43
727,1,0.017578,-1.172113,-1.189453,0.017578,-1.189453,3.416016,289,44,24,0.42
728,1,1.080078,0.418312,0.457031,1.080078,0.457031,3.416016,285,55,27,0.15
729,1,-0.865234,-2.166547,-2.136719,-0.865234,-2.136719,3.416016,289,41,24,0.43
730,1,1.062500,0.399865,0.507812,1.062500,0.507812,3.416016,292,45,25,0.29
731,1,-0.101562,-0.880164,-0.810547,-0.101562,-0.810547,3.416016,294,60,30,0.14
732,1,1.660156,0.804920,0.917969,1.660156,0.917969,3.416016,306,49,24,0.15
733,1,-0.330078,-1.669082,-1.822266,-0.330078,-1.822266,3.416016,300,44,26,0.42
734,1,1.339844,0.227279,0.255859,1.339844,0.255859,3.416016,299,45,27,0.43
735,1,0.136719,-0.341963,-0.210938,0.136719,-0.210938,3.416016,306,46,24,0.14
736,1,1.962891,1.186279,1.322266,1.962891,1.322266,3.416016,299,44,26,0.29
737,1,-0.201172,-1.076986,-0.974609,-0.201172,-0.974609,3.416016,301,43,24,0.27
738,1,1.707031,1.022129,1.109375,1.707031,1.109375,3.416016,302,49,24,0.14
739,1,0.943359,0.133225,0.191406,0.943359,0.191406,3.416016,303,60,30,0.15
740,1,1.027344,0.374662,0.447266,1.027344,0.447266,3.416016,298,52,26,0.14
741,1,0.546875,-0.093162,0.019531,0.546875,0.019531,3.416016,294,58,30,0.15
742,1,0.996094,0.128150,0.244141,0.996094,0.244141,3.416016,301,57,26,0.27
743,1,0.468750,-0.132086,-0.119141,0.468750,-0.119141,3.416016,308,53,27,0.15
744,1,1.574219,0.394922,0.761719,1.574219,0.761719,3.416016,151,54,28,0.39
745,1,0.617188,-0.383709,-0.208984,0.617188,-0.208984,3.416016,193,58,26,0.15
746,1,0.798828,-0.231477,-0.087891,0.798828,-0.087891,3.416016,223,44,25,0.28
747,1,-1.675781,-2.528738,-2.341797,-1.675781,-2.341797,3.416016,229,42,24,0.28
748,1,2.193359,1.452006,1.613281,2.193359,1.613281,3.416016,230,49,27,0.13
749,1,-0.986328,-1.881307,-1.730469,-0.986328,-1.730469,3.416016,245,42,24,0.29
750,1,1.126953,0.504346,0.636719,1.126953,0.636719,3.416016,247,54,28,0.28
751,1,1.845703,0.972641,1.089844,1.845703,1.089844,3.416016,246,54,28,0.14
752,1,1.283203,0.265977,0.285156,1.283203,0.285156,3.416016,258,44,25,0.41
753,1,0.585938,-0.109117,-0.021484,0.585938,-0.021484,3.416016,263,55,28,0.15
754,1,0.960938,0.420951,0.580078,0.960938,0.580078,3.416016,267,49,26,0.14
755,1,1.845703,1.047955,1.109375,1.845703,1.109375,3.416016,266,43,24,0.29
756,1,1.365234,0.610768,0.625000,1.365234,0.625000,3.416016,263,54,28,0.14
757,1,1.181641,0.179758,0.205078,1.181641,0.205078,3.416016,274,45,25,0.42
758,1,0.134766,-0.653055,-0.705078,0.134766,-0.705078,3.416016,282,45,26,0.29
759,1,0.539062,-0.540396,-0.478516,0.539062,-0.478516,3.416016,285,45,25,0.41
760,1,-0.972656,-2.079113,-2.123047,-0.972656,-2.123047,3.416016,290,43,25,0.42
761,1,1.382812,0.579568,0.701172,1.382812,0.701172,3.416016,295,44,25,0.15
762,1,1.484375,0.537229,0.580078,1.484375,0.580078,3.416016,300,43,25,0.14
763,1,0.740234,-0.170621,-0.138672,0.740234,-0.138672,3.416016,294,47,26,0.29
764,1,-0.466797,-1.296645,-1.246094,-0.466797,-1.246094,3.416016,297,43,25,0.29
765,1,1.878906,1.267691,1.326172,1.878906,1.326172,3.416016,294,47,25,0.14
766,1,1.375000,0.098600,0.017578,1.375000,0.017578,3.416016,292,54,28,0.40
767,1,1.552734,0.737270,0.673828,1.552734,0.673828,3.416016,292,49,25,0.28
768,1,0.337891,-0.649602,-0.494141,0.337891,-0.494141,3.416016,287,47,26,0.43
769,1,1.408203,-0.488314,-0.505859,1.408203,-0.505859,3.416016,288,47,27,0.57
770,1,-0.566406,-1.240301,-1.158203,-0.566406,-1.158203,3.416016,288,43,24,0.29
771,1,0.988281,0.193232,0.212891,0.988281,0.212891,3.416016,292,54,28,0.15
772,1,0.810547,0.167539,0.199219,0.810547,0.199219,3.416016,282,46,24,0.14
773,1,-0.898438,-1.704057,-1.695312,-0.898438,-1.695312,3.416016,288,43,24,0.44
774,1,0.750000,0.046184,0.099609,0.750000,0.099609,3.416016,280,54,28,0.13
775,1,0.771484,0.093061,0.197266,0.771484,0.197266,3.416016,284,50,27,0.29
776,1,1.287109,0.285998,0.380859,1.287109,0.380859,3.416016,279,47,28,0.27
777,1,0.156250,-0.946412,-1.070312,0.156250,-1.070312,3.416016,265,52,27,0.27
778,1,1.580078,0.355061,0.263672,1.580078,0.263672,3.416016,273,48,25,0.42
779,1,-1.544922,-2.708428,-2.681641,-1.544922,-2.681641,3.416016,274,46,25,0.41
780,1,1.800781,0.867457,0.966797,1.800781,0.966797,3.416016,278,49,29,0.28
781,1,2.289062,1.390926,1.460938,2.289062,1.460938,3.416016,274,49,25,0.30
782,1,-0.039062,-1.564412,-1.509766,-0.039062,-1.509766,3.416016,281,44,25,0.29
783,1,1.730469,1.161811,1.314453,1.730469,1.314453,3.416016,286,57,28,0.28
784,1,1.937500,1.491748,1.660156,1.937500,1.660156,3.416016,283,49,27,0.14
785,1,2.548828,1.769305,1.900391,2.548828,1.900391,3.416016,279,52,27,0.15
786,1,1.740234,1.083479,1.191406,1.740234,1.191406,3.416016,279,56,28,0.29
787,1,1.587891,0.914834,1.013672,1.587891,1.013672,3.416016,281,46,26,0.14
788,1,1.314453,0.778711,0.896484,1.314453,0.896484,3.416016,278,48,26,0.14
789,1,2.082031,0.960826,1.037109,2.082031,1.037109,3.416016,247,48,27,0.42
790,1,0.216797,-1.265369,-1.326172,0.216797,-1.326172,3.416016,258,61,31,0.41
791,1,-0.154297,-1.055619,-1.037109,-0.154297,-1.037109,3.416016,261,44,25,0.29
792,1,-1.888672,-3.174201,-3.052734,-1.888672,-3.052734,3.416016,269,61,31,0.29
793,1,0.853516,0.257531,0.345703,0.853516,0.345703,3.416016,269,65,31,0.14
794,1,2.132812,1.258070,1.152344,2.132812,1.152344,3.416016,275,50,27,0.29
795,1,-0.115234,-1.052311,-1.021484,-0.115234,-1.021484,3.416016,284,48,26,0.40
796,1,2.201172,1.311721,1.371094,2.201172,1.371094,3.416016,284,55,29,0.42
797,1,2.044922,1.283314,1.460938,2.044922,1.460938,3.416016,280,57,29,0.14
798,1,1.417969,0.970160,1.150391,1.417969,1.150391,3.416016,292,55,29,0.15
799,1,0.406250,-0.724807,-0.650391,0.406250,-0.650391,3.416016,281,50,27,0.43
800,1,-1.382812,-3.144611,-3.087891,-1.382812,-3.087891,3.416016,275,44,25,0.41
801,1,-0.224609,-1.013721,-0.962891,-0.224609,-0.962891,3.416016,268,43,24,0.41
802,1,2.080078,1.564451,1.765625,2.080078,1.765625,3.416016,271,63,28,0.14
803,1,1.800781,1.124443,1.162109,1.800781,1.162109,3.416016,270,54,28,0.30
804,1,0.164062,-0.360230,-0.171875,0.164062,-0.171875,3.416016,263,57,29,0.28
805,1,2.759766,2.006047,2.121094,2.759766,2.121094,3.416016,261,57,29,0.29
806,1,1.427734,0.565154,0.601562,1.427734,0.601562,3.416016,244,57,29,0.14
807,1,0.992188,0.318406,0.400391,0.992188,0.400391,3.416016,246,57,29,0.14
808,1,2.292969,0.737828,0.830078,2.292969,0.830078,3.416016,248,44,26,0.27
809,1,0.962891,-0.133801,-0.070312,0.962891,-0.070312,3.416016,242,45,25,0.43
810,1,2.164062,1.663719,1.796875,2.164062,1.796875,3.416016,250,46,26,0.14
811,1,1.371094,0.024119,0.150391,1.371094,0.150391,3.416016,244,50,26,0.25
812,1,-1.949219,-2.881504,-2.761719,-1.949219,-2.761719,3.416016,244,45,26,0.41
813,1,1.617188,0.795842,0.865234,1.617188,0.865234,3.416016,252,43,24,0.29
814,1,0.884766,-0.001797,0.103516,0.884766,0.103516,3.416016,250,46,28,0.28
815,1,1.568359,0.958002,1.097656,1.568359,1.097656,3.416016,249,45,24,0.28
816,1,2.191406,1.415561,1.517578,2.191406,1.517578,3.416016,268,45,27,0.27
817,1,-0.154297,-1.295820,-1.117188,-0.154297,-1.117188,3.416016,251,49,27,0.28
818,1,1.671875,1.073430,1.267578,1.671875,1.267578,3.416016,250,46,25,0.15
819,1,1.187500,-0.163051,0.035156,1.187500,0.035156,3.416016,258,44,25,0.43
820,1,2.148438,1.359068,1.580078,2.148438,1.580078,3.416016,254,45,26,0.29
821,1,0.554688,-0.450863,-0.460938,0.554688,-0.460938,3.416016,278,52,28,0.27
822,1,1.867188,1.416203,1.533203,1.867188,1.533203,3.416016,268,47,26,0.13
823,1,1.462891,1.062342,1.171875,1.462891,1.171875,3.416016,287,43,25,0.15
824,1,1.671875,0.813020,0.728516,1.671875,0.728516,3.416016,277,46,26,0.15
825,1,1.099609,0.514287,0.656250,1.099609,0.656250,3.416016,278,48,26,0.31
826,1,2.148438,1.432600,1.595703,2.148438,1.595703,3.416016,245,48,27,0.30
827,1,2.683594,2.089678,2.164062,2.683594,2.164062,3.416016,267,44,24,0.14
828,1,1.972656,1.167123,1.296875,1.972656,1.296875,3.416016,261,43,25,0.29
829,1,1.218750,0.507406,0.593750,1.218750,0.593750,3.416016,260,45,24,0.30
830,1,0.707031,0.190354,0.232422,0.707031,0.232422,3.416016,270,45,25,0.14
831,1,1.917969,0.113086,0.208984,1.917969,0.208984,3.416016,279,45,25,0.40
832,1,2.058594,1.512514,1.736328,2.058594,1.736328,3.416016,272,51,27,0.15
833,1,1.380859,0.914453,1.123047,1.380859,1.123047,3.416016,271,54,28,0.15
834,1,0.791016,0.021275,0.136719,0.791016,0.136719,3.416016,272,52,28,0.28
835,1,1.662109,1.014939,0.949219,1.662109,0.949219,3.416016,264,45,25,0.14
836,1,1.554688,1.108137,1.353516,1.554688,1.353516,3.416016,264,51,27,0.15
837,1,1.236328,0.783852,0.974609,1.236328,0.974609,3.416016,258,42,24,0.14
838,1,2.216797,1.593943,1.802734,2.216797,1.802734,3.416016,270,44,24,0.29
839,1,1.478516,0.625811,0.705078,1.478516,0.705078,3.416016,268,49,26,0.29
840,1,1.675781,0.892311,1.126953,1.675781,1.126953,3.416016,266,43,24,0.13
841,1,1.181641,0.368057,0.412109,1.181641,0.412109,3.416016,270,46,27,0.28
842,1,1.230469,0.498207,0.556641,1.230469,0.556641,3.416016,269,46,26,0.29
843,1,1.478516,0.814334,0.787109,1.478516,0.787109,3.416016,270,44,24,0.15
844,1,2.648438,1.778070,1.855469,2.648438,1.855469,3.416016,281,44,24,0.29
845,1,1.068359,0.565482,0.693359,1.068359,0.693359,3.416016,280,44,25,0.16
846,1,0.355469,-0.405842,-0.318359,0.355469,-0.318359,3.416016,254,45,25,0.43
847,1,-0.728516,-1.527295,-1.412109,-0.728516,-1.412109,3.416016,265,46,26,0.28
848,1,1.183594,0.604207,0.638672,1.183594,0.638672,3.416016,273,51,28,0.15
849,1,2.630859,1.572590,1.583984,2.630859,1.583984,3.416016,277,47,25,0.29
850,1,1.222656,0.680412,0.746094,1.222656,0.746094,3.416016,288,46,27,0.29
851,1,1.396484,0.775969,0.828125,1.396484,0.828125,3.416016,282,45,26,0.31
852,1,2.582031,2.279146,2.394531,2.582031,2.394531,3.416016,288,46,28,0.14
853,1,1.021484,0.051975,0.169922,1.021484,0.169922,3.416016,297,44,24,0.42
854,1,-1.269531,-2.309789,-2.671875,-1.269531,-2.671875,3.416016,295,47,28,0.42
855,1,-0.355469,-0.916223,-0.910156,-0.355469,-0.910156,3.416016,295,46,26,0.29
856,1,-1.886719,-2.356021,-2.382812,-1.886719,-2.382812,3.416016,305,49,26,0.29
857,1,1.835938,-0.131734,-0.085938,1.835938,-0.085938,3.416016,304,43,27,0.53
858,1,1.744141,1.308248,1.421875,1.744141,1.421875,3.416016,301,44,24,0.14
859,1,0.892578,0.536994,0.662109,0.892578,0.662109,3.416016,303,48,29,0.15
860,1,1.558594,0.944514,1.013672,1.558594,1.013672,3.416016,306,48,27,0.28
861,1,2.083984,1.804787,1.943359,2.083984,1.943359,3.416016,316,46,27,0.15
862,1,1.222656,0.308184,0.433594,1.222656,0.433594,3.416016,317,46,26,0.55
863,1,1.568359,1.324645,1.404297,1.568359,1.404297,3.416016,311,51,27,0.14
864,1,0.416016,0.024326,0.035156,0.416016,0.035156,3.416016,313,47,27,0.15
865,1,2.128906,1.795541,1.884766,2.128906,1.884766,3.416016,314,49,28,0.14
866,1,2.269531,1.941504,2.025391,2.269531,2.025391,3.416016,316,46,27,0.14
867,1,-0.765625,-1.309965,-1.167969,-0.765625,-1.167969,3.416016,313,48,27,0.29
868,1,0.484375,-0.476371,-0.332031,0.484375,-0.332031,3.416016,260,48,27,0.44
869,1,1.482422,1.189732,1.398438,1.482422,1.398438,3.416016,271,46,27,0.14
870,1,1.048828,0.157510,0.224609,1.048828,0.224609,3.416016,281,45,27,0.53
871,1,1.316406,-0.419031,-0.347656,1.316406,-0.347656,3.416016,276,44,25,0.57
872,1,1.507812,0.336852,0.320312,1.507812,0.320312,3.416016,282,50,29,0.29
873,1,-0.621094,-1.057344,-0.957031,-0.621094,-0.957031,3.416016,285,44,24,0.42
874,1,-0.365234,-0.987840,-0.808594,-0.365234,-0.808594,3.416016,287,48,27,0.29
875,1,0.205078,-0.484553,-0.388672,0.205078,-0.388672,3.416016,287,52,28,0.14
876,1,1.316406,0.352906,0.488281,1.316406,0.488281,3.416016,288,46,25,0.29
877,1,1.277344,0.855316,1.050781,1.277344,1.050781,3.416016,277,48,27,0.14
878,1,2.160156,1.537502,1.564453,2.160156,1.564453,3.416016,281,45,24,0.14
879,1,1.007812,-0.588135,-0.490234,1.007812,-0.490234,3.416016,276,45,25,0.42
880,1,1.667969,0.164937,0.275391,1.667969,0.275391,3.416016,271,46,28,0.28
881,1,1.285156,0.538236,0.468750,1.285156,0.468750,3.416016,271,52,28,0.28
882,1,1.101562,-0.383238,-0.431641,1.101562,-0.431641,3.416016,270,49,28,0.56
883,1,2.626953,2.013219,2.142578,2.626953,2.142578,3.416016,268,46,26,0.30
884,1,1.416016,0.653273,0.863281,1.416016,0.863281,3.416016,272,48,25,0.13
885,1,-2.572266,-3.629518,-3.587891,-2.572266,-3.587891,3.416016,255,44,25,0.56
886,1,0.878906,0.170332,0.279297,0.878906,0.279297,3.416016,262,46,26,0.27
887,1,0.380859,-0.172502,0.011719,0.380859,0.011719,3.416016,258,47,26,0.30
888,1,1.419922,0.469043,0.482422,1.419922,0.482422,3.416016,267,45,26,0.42
889,1,0.751953,0.222451,0.408203,0.751953,0.408203,3.416016,271,43,26,0.14
890,1,1.652344,0.990566,1.111328,1.652344,1.111328,3.416016,269,46,26,0.30
891,1,2.951172,1.823016,1.869141,2.951172,1.869141,3.416016,273,46,25,0.43
892,1,1.656250,1.219730,1.460938,1.656250,1.460938,3.416016,275,49,26,0.14
893,1,1.078125,0.542402,0.755859,1.078125,0.755859,3.416016,200,46,24,0.12
894,1,0.646484,-1.277822,-1.263672,0.646484,-1.263672,3.416016,221,46,25,0.41
895,1,2.138672,1.641641,1.916016,2.138672,1.916016,3.416016,231,46,25,0.14
896,1,1.265625,0.837369,1.078125,1.265625,1.078125,3.416016,244,49,28,0.15
897,1,0.984375,0.524914,0.640625,0.984375,0.640625,3.416016,257,48,26,0.15
898,1,-0.568359,-3.025730,-2.974609,-0.568359,-2.974609,3.416016,240,46,25,0.56
899,1,1.333984,0.693023,0.810547,1.333984,0.810547,3.416016,246,48,26,0.29
900,1,-3.054688,-3.959127,-3.900391,-3.054688,-3.900391,3.416016,247,47,25,0.41
901,1,0.912109,-0.205730,-0.191406,0.912109,-0.191406,3.416016,264,49,25,0.28
902,1,2.107422,1.173594,1.277344,2.107422,1.277344,3.416016,270,49,26,0.43
903,1,0.849609,-0.882580,-0.798828,0.849609,-0.798828,3.416016,279,46,25,0.45
904,1,1.304688,0.502105,0.693359,1.304688,0.693359,3.416016,287,46,26,0.28
905,1,-1.082031,-1.567965,-1.505859,-1.082031,-1.505859,3.416016,287,46,26,0.26
906,1,1.541016,0.150373,0.240234,1.541016,0.240234,3.416016,287,44,25,0.28
907,1,1.976562,0.805789,0.347656,1.976562,0.347656,3.416016,296,47,24,0.29
908,1,1.855469,1.218172,1.296875,1.855469,1.296875,3.416016,299,49,26,0.13
909,1,1.656250,1.288316,1.410156,1.656250,1.410156,3.416016,301,48,25,0.14
910,1,2.351562,1.733682,1.812500,2.351562,1.812500,3.416016,301,45,24,0.28
911,1,1.701172,0.408707,0.494141,1.701172,0.494141,3.416016,297,48,26,0.26
912,1,-0.080078,-0.808906,-0.712891,-0.080078,-0.712891,3.416016,302,49,26,0.28
913,1,-0.695312,-1.632379,-1.642578,-0.695312,-1.642578,3.416016,303,47,27,0.29
914,1,1.494141,0.276463,0.380859,1.494141,0.380859,3.416016,300,46,26,0.29
915,1,-0.429688,-1.058873,-0.972656,-0.429688,-0.972656,3.416016,296,50,26,0.43
916,1,2.175781,1.624953,1.691406,2.175781,1.691406,3.416016,301,48,26,0.26
917,1,0.646484,-0.886658,-0.841797,0.646484,-0.841797,3.416016,304,53,29,0.42
