generation,phase,lead_best,lead_avg,follow_best,follow_avg,best_delta_lead,best_delta_follow,n_species_lead,n_species_follow,n_conns_lead,n_conns_follow,elapsed_sec
293,1,0.505859,-1.967650,-1.914062,-2.661891,0.505859,-1.914062,275,265,60,50,6.02
294,1,-0.759766,-1.808553,-0.523438,-1.746602,-0.759766,-0.523438,284,269,61,65,2.92
295,1,-1.492188,-3.477908,0.185547,-1.488789,-1.492188,0.185547,271,264,70,58,3.97
296,1,0.046875,-1.650713,0.148438,-1.352596,0.046875,0.148438,270,257,66,62,5.10
297,1,-0.400391,-1.643355,-0.744141,-2.073850,-0.400391,-0.744141,266,260,66,55,2.91
298,1,-1.634766,-2.515045,-1.791016,-3.341543,-1.634766,-1.791016,260,234,62,55,4.03
299,1,-0.771484,-2.223402,-0.216797,-1.924723,-0.771484,-0.216797,245,229,61,54,3.74
300,1,0.359375,-0.847264,-0.470703,-1.692471,0.359375,-0.470703,258,235,59,62,3.99
301,1,0.234375,-0.713850,0.761719,-0.953580,0.234375,0.761719,252,223,73,55,3.86
302,1,1.142578,-0.501687,0.533203,-0.671432,1.142578,0.533203,259,218,64,54,2.89
303,1,0.148438,-1.132611,-1.111328,-1.965250,0.148438,-1.111328,261,228,59,63,3.01
304,1,1.382812,-0.818004,0.779297,-1.187707,1.382812,0.779297,276,223,66,54,6.04
305,1,-0.138672,-1.266564,-0.337891,-2.340869,-0.138672,-0.337891,270,226,76,55,4.98
306,1,1.111328,-0.471473,-1.386719,-2.535896,1.111328,-1.386719,256,231,59,61,4.98
307,1,0.494141,-1.297361,0.117188,-1.251621,0.494141,0.117188,257,242,62,61,5.00
308,1,-0.927734,-1.877816,-0.812500,-1.491699,-0.927734,-0.812500,265,239,63,54,1.95
309,1,-0.921875,-1.723205,-0.568359,-2.668344,-0.921875,-0.568359,275,240,68,55,3.97
310,1,0.513672,-0.975041,-1.033203,-3.074801,0.513672,-1.033203,266,242,58,57,6.68
311,1,0.683594,-0.584477,-0.443359,-1.051238,0.683594,-0.443359,248,255,61,54,2.98
312,1,-0.160156,-1.225029,-0.699219,-1.270533,-0.160156,-0.699219,256,256,59,61,1.91
313,1,-1.126953,-2.213646,-0.531250,-1.035910,-1.126953,-0.531250,252,263,65,69,1.81
314,1,0.292969,-1.076299,-2.283203,-3.629986,0.292969,-2.283203,256,255,59,54,3.94
315,1,1.589844,0.250859,-0.472656,-1.545699,1.589844,-0.472656,245,248,61,55,3.93
316,1,-0.271484,-2.049084,0.189453,-1.229762,-0.271484,0.189453,250,259,63,57,6.15
317,1,0.769531,-0.685707,-0.240234,-1.570625,0.769531,-0.240234,254,266,61,55,5.23
318,1,-0.142578,-2.494236,0.683594,0.195531,-0.142578,0.683594,257,273,57,55,3.83
319,1,-0.429688,-1.257688,0.140625,-0.437146,-0.429688,0.140625,254,278,62,61,1.87
320,1,-0.443359,-1.661635,0.357422,-1.183217,-0.443359,0.357422,261,278,57,67,4.68
321,1,-0.515625,-1.369645,-0.126953,-0.717949,-0.515625,-0.126953,250,289,59,59,1.95
322,1,1.707031,0.359154,0.335938,-0.890377,1.707031,0.335938,255,297,56,53,4.90
323,1,0.972656,-0.972449,0.427734,-0.167246,0.972656,0.427734,258,292,59,63,2.89
324,1,-0.218750,-1.370365,-3.896484,-5.055795,-0.218750,-3.896484,256,289,68,56,5.87
325,1,1.083984,-0.456313,-1.644531,-3.047176,1.083984,-1.644531,267,291,58,55,5.89
326,1,-0.234375,-1.244256,1.519531,0.414467,-0.234375,1.519531,267,291,60,63,3.81
327,1,-0.544922,-1.419322,1.140625,0.212170,-0.544922,1.140625,272,293,61,60,3.07
328,1,-0.513672,-1.753545,-1.261719,-2.911000,-0.513672,-1.261719,261,298,56,66,4.91
329,1,0.093750,-1.364342,0.400391,-0.062312,0.093750,0.400391,276,306,63,60,2.89
330,1,0.751953,-0.809412,0.890625,-0.025361,0.751953,0.890625,275,303,60,63,4.96
331,1,0.771484,-1.372613,0.136719,-0.324730,0.771484,0.136719,276,305,63,61,3.85
332,1,-0.259766,-1.679703,-1.101562,-2.360316,-0.259766,-1.101562,276,306,58,60,3.97
333,1,0.068359,-1.301670,0.234375,-0.719096,0.068359,0.234375,274,308,60,66,4.03
334,1,-0.730469,-1.484904,-0.699219,-1.106691,-0.730469,-0.699219,279,303,60,59,2.89
335,1,-1.044922,-2.753830,-0.646484,-1.100240,-1.044922,-0.646484,282,303,59,61,4.00
336,1,0.591797,-1.306518,0.089844,-1.139059,0.591797,0.089844,289,301,56,70,4.97
337,1,0.154297,-0.767100,-0.513672,-1.712594,0.154297,-0.513672,281,288,61,52,4.20
338,1,-1.011719,-2.609904,0.269531,-1.202035,-1.011719,0.269531,283,290,58,54,5.82
339,1,-0.031250,-1.059783,-0.263672,-1.026219,-0.031250,-0.263672,279,293,59,67,1.92
340,1,0.148438,-0.806480,-0.894531,-1.432643,0.148438,-0.894531,274,289,62,61,2.84
341,1,-0.070312,-1.511225,-0.640625,-2.026920,-0.070312,-0.640625,265,288,57,55,5.11
342,1,-0.654297,-1.486936,-0.291016,-1.421797,-0.654297,-0.291016,266,301,57,60,2.70
343,1,0.605469,-0.953543,-1.388672,-1.840645,0.605469,-1.388672,267,299,58,55,4.81
344,1,0.441406,-1.610758,0.677734,-1.248041,0.441406,0.677734,271,295,58,61,7.22
345,1,1.601562,-0.236418,-2.068359,-3.651918,1.601562,-2.068359,278,291,61,52,4.89
346,1,-0.855469,-2.260584,-1.132812,-1.634006,-0.855469,-1.132812,280,297,63,58,2.93
347,1,-0.794922,-1.900625,0.673828,-0.683939,-0.794922,0.673828,276,299,57,59,3.04
348,1,-0.562500,-1.470111,0.839844,-0.535186,-0.562500,0.839844,275,299,57,62,3.03
349,1,0.496094,-1.514107,0.070312,-0.436016,0.496094,0.070312,279,287,56,65,2.95
350,1,-0.179688,-1.865037,-1.603516,-2.352994,-0.179688,-1.603516,284,294,56,55,4.80
351,1,0.251953,-1.140715,0.560547,-0.007625,0.251953,0.560547,283,281,59,56,2.83
352,1,1.376953,-0.543600,-1.822266,-3.053123,1.376953,-1.822266,294,284,63,62,5.11
353,1,0.779297,-0.886596,-0.593750,-1.458656,0.779297,-0.593750,302,282,55,67,4.04
354,1,0.226562,-1.436773,-1.380859,-2.725887,0.226562,-1.380859,295,279,56,58,5.00
355,1,0.050781,-0.843111,0.439453,-0.490350,0.050781,0.439453,298,279,53,58,3.96
356,1,-0.007812,-1.406791,-0.888672,-1.421896,-0.007812,-0.888672,287,277,56,63,5.96
357,1,0.355469,-0.574711,-0.277344,-0.869926,0.355469,-0.277344,294,279,61,55,2.95
358,1,-0.027344,-0.849891,0.015625,-0.866939,-0.027344,0.015625,298,281,62,61,2.89
359,1,1.998047,0.992086,-1.156250,-2.465299,1.998047,-1.156250,297,277,54,62,5.08
360,1,0.851562,-0.889834,-0.183594,-2.007758,0.851562,-0.183594,293,282,54,55,4.87
361,1,0.701172,-0.722105,0.498047,-0.594477,0.701172,0.498047,293,287,52,56,4.88
362,1,-0.783203,-1.701889,1.494141,-0.188723,-0.783203,1.494141,297,286,60,55,3.04
363,1,-0.128906,-1.394010,0.152344,-1.220123,-0.128906,0.152344,297,288,56,54,2.96
364,1,-1.613281,-3.054768,-2.142578,-2.969904,-1.613281,-2.142578,308,299,56,50,3.68
365,1,0.921875,-1.344043,-1.115234,-1.872062,0.921875,-1.115234,301,297,58,58,4.99
366,1,-0.968750,-2.550562,-0.763672,-2.160520,-0.968750,-0.763672,296,297,61,63,5.06
367,1,-0.025391,-1.076611,3.513672,1.861811,-0.025391,3.513672,293,260,56,61,4.94
368,1,-0.953125,-2.111834,-0.865234,-1.355484,-0.953125,-0.865234,287,276,61,63,2.97
369,1,-0.919922,-1.939098,0.447266,-0.213779,-0.919922,0.447266,294,289,62,55,1.89
370,1,-0.226562,-1.243215,-1.427734,-2.371748,-0.226562,-1.427734,293,293,62,53,2.68
371,1,0.537109,-0.483467,-0.976562,-2.057293,0.537109,-0.976562,289,285,54,60,4.06
372,1,0.126953,-0.995664,-0.123047,-1.298016,0.126953,-0.123047,283,290,64,55,5.03
373,1,-0.052734,-1.283564,-0.017578,-0.594543,-0.052734,-0.017578,289,292,61,59,1.88
374,1,-0.203125,-1.198006,-0.253906,-0.655867,-0.203125,-0.253906,283,292,59,61,1.99
375,1,-0.349609,-1.871119,0.107422,-0.410176,-0.349609,0.107422,285,298,57,58,3.84
376,1,0.416016,-1.019660,0.458984,-0.522887,0.416016,0.458984,285,283,59,69,3.06
377,1,-0.851562,-1.843459,-2.779297,-3.891582,-0.851562,-2.779297,277,289,59,57,3.94
378,1,-1.015625,-2.375150,-1.353516,-2.152885,-1.015625,-1.353516,280,282,59,59,4.08
379,1,0.076172,-0.893012,-0.412109,-1.752307,0.076172,-0.412109,283,285,56,69,4.18
380,1,-0.500000,-1.356055,-1.572266,-2.574090,-0.500000,-1.572266,277,284,61,51,4.01
381,1,0.341797,-0.747275,0.654297,-0.144633,0.341797,0.654297,273,293,62,57,4.06
382,1,0.189453,-1.401383,-0.140625,-1.292504,0.189453,-0.140625,274,295,67,50,4.21
383,1,1.978516,0.320391,-1.964844,-2.604809,1.978516,-1.964844,274,300,56,58,5.22
384,1,-0.666016,-2.455482,-0.435547,-1.373586,-0.666016,-0.435547,283,300,54,61,4.92
385,1,-0.859375,-1.736744,0.423828,-0.825455,-0.859375,0.423828,279,294,66,69,3.08
386,1,-0.431641,-1.493814,-0.224609,-1.069439,-0.431641,-0.224609,282,293,61,51,2.99
387,1,-0.585938,-2.069863,-1.369141,-2.221414,-0.585938,-1.369141,280,296,59,63,4.03
388,1,-1.126953,-2.492725,0.253906,-1.036588,-1.126953,0.253906,280,294,61,63,3.90
389,1,0.902344,-0.409625,-0.714844,-1.919949,0.902344,-0.714844,274,296,57,65,5.22
390,1,0.037109,-1.140996,0.787109,-0.537045,0.037109,0.787109,279,303,60,53,3.75
391,1,-0.791016,-2.510523,0.494141,-0.761766,-0.791016,0.494141,279,303,60,57,4.22
392,1,0.994141,-0.970986,0.050781,-1.673984,0.994141,0.050781,277,303,53,55,7.13
393,1,-0.072266,-2.245277,0.058594,-1.398988,-0.072266,0.058594,275,306,56,54,6.16
394,1,-0.357422,-1.492613,-3.187500,-3.893133,-0.357422,-3.187500,283,309,66,60,3.05
395,1,-0.382812,-1.151500,2.347656,1.129520,-0.382812,2.347656,279,311,55,69,2.99
396,1,0.404297,-0.904186,-0.822266,-2.094760,0.404297,-0.822266,291,314,61,60,4.01
397,1,-0.634766,-1.559596,-0.070312,-0.729418,-0.634766,-0.070312,285,314,61,68,1.93
398,1,-0.576172,-2.516730,-2.021484,-2.566191,-0.576172,-2.021484,292,316,65,65,4.12
399,1,0.109375,-1.252643,0.222656,-0.213824,0.109375,0.222656,292,321,69,59,2.91
400,1,-0.490234,-1.361865,-0.941406,-1.625039,-0.490234,-0.941406,239,308,55,56,2.86
401,1,0.427734,-0.542758,-1.017578,-2.772643,0.427734,-1.017578,265,313,62,66,5.02
402,1,-0.921875,-2.169688,-0.644531,-1.331434,-0.921875,-0.644531,273,314,62,60,1.98
403,1,0.210938,-1.165350,-0.146484,-0.844750,0.210938,-0.146484,277,313,53,51,4.13
404,1,0.472656,-0.605518,0.458984,-0.073223,0.472656,0.458984,275,316,57,58,3.99
405,1,-0.628906,-1.523191,0.076172,-0.410848,-0.628906,0.076172,267,307,56,59,2.93
406,1,1.207031,-0.390660,-0.115234,-0.609061,1.207031,-0.115234,265,304,51,65,3.00
407,1,-0.289062,-1.483746,-3.123047,-3.872984,-0.289062,-3.123047,265,306,67,58,4.04
408,1,0.203125,-0.680553,-0.332031,-0.875738,0.203125,-0.332031,272,161,63,56,1.93
409,1,1.845703,0.340361,-3.033203,-3.728426,1.845703,-3.033203,265,200,60,62,3.82
410,1,-0.572266,-1.564369,1.216797,0.067643,-0.572266,1.216797,272,230,51,58,2.79
411,1,-0.775391,-1.806600,1.962891,0.856791,-0.775391,1.962891,261,241,62,52,3.99
412,1,-0.484375,-1.377791,-0.806641,-1.294020,-0.484375,-0.806641,254,251,54,59,1.87
413,1,0.052734,-1.448156,0.455078,-0.848615,0.052734,0.455078,261,265,49,59,5.03
414,1,-0.074219,-1.238391,-0.800781,-1.498582,-0.074219,-0.800781,257,266,66,56,3.07
415,1,1.488281,0.053793,-0.693359,-2.360672,1.488281,-0.693359,255,261,54,54,5.02
416,1,-1.226562,-2.272635,-0.400391,-1.204727,-1.226562,-0.400391,266,269,57,57,3.07
417,1,-0.212891,-2.225449,-0.855469,-2.017693,-0.212891,-0.855469,255,271,55,66,6.06
418,1,-0.656250,-1.921830,-2.802734,-3.420273,-0.656250,-2.802734,263,264,52,59,3.88
419,1,-0.181641,-1.224389,-0.505859,-1.243844,-0.181641,-0.505859,277,263,57,57,2.86
420,1,1.943359,0.134934,0.896484,-0.447805,1.943359,0.896484,273,270,62,66,3.67
421,1,0.884766,-0.153523,-0.392578,-1.084678,0.884766,-0.392578,279,269,49,65,4.17
422,1,-1.441406,-2.497648,-1.171875,-2.089676,-1.441406,-1.171875,272,274,50,58,3.76
423,1,1.009766,-0.116717,-0.439453,-2.560381,1.009766,-0.439453,271,271,57,57,5.96
424,1,0.445312,-0.403037,0.615234,-1.539248,0.445312,0.615234,265,286,54,60,4.14
425,1,-0.226562,-1.362729,-1.621094,-2.959689,-0.226562,-1.621094,275,282,56,59,6.39
426,1,0.474609,-0.685922,0.646484,-0.782150,0.474609,0.646484,269,286,61,64,2.90
427,1,0.679688,-0.438152,-0.990234,-1.928930,0.679688,-0.990234,273,281,59,57,2.96
428,1,-0.685547,-2.138088,-2.232422,-3.434973,-0.685547,-2.232422,283,295,64,60,4.99
429,1,0.337891,-0.738877,-2.746094,-3.656924,0.337891,-2.746094,275,297,66,57,2.92
430,1,0.076172,-0.881664,-1.462891,-2.995779,0.076172,-1.462891,271,295,67,59,3.74
431,1,0.669922,-0.151334,-0.185547,-1.225279,0.669922,-0.185547,279,296,56,61,4.20
432,1,0.845703,-0.176986,1.160156,0.338793,0.845703,1.160156,285,299,60,56,4.07
433,1,0.761719,-0.775016,-1.652344,-2.739027,0.761719,-1.652344,289,294,66,60,4.00
434,1,0.896484,-1.062596,1.041016,0.398598,0.896484,1.041016,289,286,58,61,4.07
435,1,1.199219,-0.309338,-0.867188,-1.555953,1.199219,-0.867188,288,292,62,64,3.03
436,1,-0.306641,-1.952639,-1.011719,-2.594217,-0.306641,-1.011719,280,228,54,53,5.19
437,1,-0.835938,-2.091436,-0.318359,-1.293281,-0.835938,-0.318359,283,253,55,56,6.20
438,1,1.128906,-0.504385,-0.658203,-1.426490,1.128906,-0.658203,279,260,60,55,3.03
439,1,-0.390625,-1.033082,0.244141,-0.934184,-0.390625,0.244141,284,273,57,52,3.04
440,1,0.326172,-0.827330,0.013672,-0.645480,0.326172,0.013672,288,278,62,62,1.80
441,1,1.386719,-0.248760,-1.515625,-2.198936,1.386719,-1.515625,287,268,60,57,4.08
442,1,0.501953,-0.540582,-0.421875,-2.069336,0.501953,-0.421875,280,281,51,62,4.01
443,1,-0.333984,-1.131623,-0.240234,-0.741762,-0.333984,-0.240234,289,282,63,57,1.84
444,1,-0.302734,-1.358174,-0.009766,-1.333383,-0.302734,-0.009766,284,273,63,50,3.05
445,1,0.166016,-1.202793,-1.789062,-2.792094,0.166016,-1.789062,281,275,53,56,2.98
446,1,0.470703,-0.431586,0.277344,-0.359990,0.470703,0.277344,283,284,64,53,1.89
447,1,0.023438,-0.734676,-0.318359,-0.815574,0.023438,-0.318359,292,282,61,60,1.91
448,1,0.234375,-0.487234,-1.179688,-1.757430,0.234375,-1.179688,285,284,52,60,2.88
449,1,-0.015625,-0.825012,-2.101562,-2.836510,-0.015625,-2.101562,281,281,61,60,2.99
450,1,0.287109,-1.157867,-0.605469,-2.163121,0.287109,-0.605469,274,280,66,52,5.76
451,1,0.617188,-0.370777,0.046875,-0.669004,0.617188,0.046875,278,284,58,60,3.08
452,1,0.123047,-1.142486,-0.894531,-2.203809,0.123047,-0.894531,267,243,58,53,4.24
453,1,-0.482422,-1.388111,-0.951172,-1.627920,-0.482422,-0.951172,275,257,56,60,1.88
454,1,0.894531,-0.081070,-1.195312,-2.053027,0.894531,-1.195312,283,275,60,59,3.16
455,1,-0.500000,-1.294475,0.222656,-0.434822,-0.500000,0.222656,283,271,62,63,2.00
456,1,1.525391,0.232805,-2.130859,-2.797895,1.525391,-2.130859,265,277,57,56,3.05
457,1,1.650391,0.610801,-0.011719,-0.871533,1.650391,-0.011719,276,272,60,66,3.07
458,1,-0.322266,-1.006754,0.091797,-0.763504,-0.322266,0.091797,282,277,54,72,1.97
459,1,-0.794922,-1.735818,-0.130859,-1.874539,-0.794922,-0.130859,282,269,58,54,4.13
460,1,-1.080078,-2.080314,0.248047,-0.992166,-1.080078,0.248047,283,261,52,66,3.71
461,1,-0.277344,-1.091768,0.363281,-0.433486,-0.277344,0.363281,255,259,55,64,2.87
462,1,0.728516,-0.255840,-0.244141,-1.010102,0.728516,-0.244141,265,265,58,74,3.01
463,1,0.443359,-1.096152,0.738281,-0.540922,0.443359,0.738281,275,269,60,62,3.94
464,1,1.269531,0.083148,-0.269531,-1.513693,1.269531,-0.269531,274,271,63,52,5.20
465,1,0.449219,-0.421209,-1.824219,-3.489234,0.449219,-1.824219,281,278,50,53,4.71
466,1,-0.304688,-1.068996,-2.402344,-3.206547,-0.304688,-2.402344,284,276,56,62,4.90
467,1,-0.447266,-1.715180,-0.419922,-1.161469,-0.447266,-0.419922,283,279,52,56,4.07
468,1,0.953125,-0.076008,-0.953125,-1.958926,0.953125,-0.953125,286,284,56,62,4.13
469,1,0.740234,-0.307549,0.435547,-0.121195,0.740234,0.435547,289,282,60,61,2.98
470,1,0.552734,-0.323461,0.093750,-0.678447,0.552734,0.093750,288,294,66,53,2.75
471,1,-1.128906,-2.478717,-0.009766,-1.110586,-1.128906,-0.009766,285,304,60,62,5.04
472,1,-0.101562,-0.910447,-1.451172,-2.978449,-0.101562,-1.451172,294,307,56,55,4.25
473,1,0.683594,-0.649406,-1.013672,-1.754146,0.683594,-1.013672,284,272,62,53,5.13
474,1,-0.193359,-1.231916,0.062500,-0.809336,-0.193359,0.062500,286,285,50,63,3.15
475,1,0.091797,-1.039441,-0.771484,-1.821453,0.091797,-0.771484,283,265,51,64,5.00
476,1,0.320312,-0.246688,0.873047,-0.753289,0.320312,0.873047,284,283,66,55,4.03
477,1,1.404297,0.094844,-0.099609,-0.703727,1.404297,-0.099609,275,283,56,55,4.97
478,1,-0.333984,-0.940063,0.068359,-0.481295,-0.333984,0.068359,284,278,58,63,1.77
479,1,-0.175781,-1.055572,-0.027344,-0.573906,-0.175781,-0.027344,290,280,62,73,1.98
480,1,0.324219,-0.361439,-1.294922,-2.129205,0.324219,-1.294922,293,268,60,66,3.71
481,1,0.808594,0.129277,-0.431641,-1.273299,0.808594,-0.431641,291,274,55,57,2.94
482,1,0.353516,-0.444285,1.910156,0.725066,0.353516,1.910156,285,281,66,65,3.89
483,1,-0.039062,-0.792824,0.148438,-1.095482,-0.039062,0.148438,286,287,61,69,3.94
484,1,-0.462891,-1.391893,0.078125,-0.384346,-0.462891,0.078125,287,291,52,74,2.90
485,1,0.804688,0.084363,2.177734,0.867621,0.804688,2.177734,296,284,54,62,2.94
486,1,-0.562500,-1.157291,-1.187500,-1.882533,-0.562500,-1.187500,292,288,59,58,2.95
487,1,0.146484,-0.693855,-1.042969,-1.567416,0.146484,-1.042969,289,283,62,54,1.98
488,1,0.263672,-1.008459,0.730469,-0.600273,0.263672,0.730469,284,288,55,57,4.88
489,1,-0.265625,-1.125193,0.378906,-0.085281,-0.265625,0.378906,278,284,63,57,1.93
490,1,0.455078,-0.322395,2.054688,0.210596,0.455078,2.054688,290,287,59,62,3.60
491,1,0.566406,-1.038957,-0.517578,-1.305713,0.566406,-0.517578,289,283,54,73,6.31
492,1,0.681641,-0.088592,-0.261719,-1.435652,0.681641,-0.261719,289,278,53,52,4.03
493,1,0.076172,-0.702646,-1.363281,-2.312332,0.076172,-1.363281,304,284,62,55,2.89
494,1,1.208984,0.405875,-1.033203,-2.093311,1.208984,-1.033203,295,287,56,66,3.97
495,1,0.156250,-0.940326,-0.531250,-1.765564,0.156250,-0.531250,291,277,51,52,3.88
496,1,0.187500,-0.346689,-0.787109,-2.120324,0.187500,-0.787109,289,273,64,72,4.76
497,1,-0.138672,-1.285613,-2.394531,-3.546650,-0.138672,-2.394531,273,276,57,72,3.89
498,1,1.222656,0.154740,2.324219,1.666053,1.222656,2.324219,235,274,52,70,3.89
499,1,-0.484375,-0.960016,0.900391,0.214584,-0.484375,0.900391,259,273,50,67,2.98
500,1,0.513672,-0.097646,-0.167969,-1.363531,0.513672,-0.167969,266,272,52,56,2.73
501,1,1.167969,-0.043873,-0.054688,-0.997227,1.167969,-0.054688,269,274,52,55,4.41
502,1,1.154297,-0.491146,-0.435547,-1.009043,1.154297,-0.435547,260,289,54,60,5.15
503,1,-0.345703,-0.896529,-0.310547,-1.437326,-0.345703,-0.310547,272,287,49,65,4.02
504,1,-0.892578,-2.131311,2.931641,1.830689,-0.892578,2.931641,277,286,58,67,4.03
505,1,1.101562,-0.095879,0.777344,0.271340,1.101562,0.777344,266,287,53,72,4.88
506,1,-0.080078,-0.609701,0.099609,-0.418658,-0.080078,0.099609,268,296,54,75,2.03
507,1,0.263672,-0.308734,0.246094,-0.764145,0.263672,0.246094,271,285,50,68,2.89
508,1,1.503906,0.271303,-0.130859,-0.653156,1.503906,-0.130859,277,278,53,53,2.96
509,1,0.300781,-0.274740,0.029297,-0.956672,0.300781,0.029297,282,283,58,68,4.06
510,1,1.546875,0.290074,-0.640625,-1.498402,1.546875,-0.640625,292,275,52,68,4.87
511,1,-1.140625,-1.815557,-1.724609,-3.116719,-1.140625,-1.724609,284,286,57,69,3.98
512,1,-0.433594,-0.934998,-0.798828,-2.229578,-0.433594,-0.798828,282,273,49,52,3.07
513,1,1.203125,0.283430,-0.845703,-1.230121,1.203125,-0.845703,284,278,63,59,4.00
514,1,1.044922,0.042084,0.820312,0.267479,1.044922,0.820312,290,275,54,74,2.72
515,1,0.398438,-0.058309,0.263672,-0.629348,0.398438,0.263672,285,266,46,53,2.88
516,1,0.044922,-0.958512,-0.068359,-0.503033,0.044922,-0.068359,285,259,55,67,2.99
517,1,0.566406,-1.040410,0.515625,-0.113641,0.566406,0.515625,283,254,55,72,3.03
518,1,0.455078,-0.954711,1.687500,0.405617,0.455078,1.687500,275,259,55,72,3.99
519,1,-0.419922,-1.466797,-0.162109,-1.090320,-0.419922,-0.162109,276,262,56,50,3.95
520,1,-1.082031,-1.960568,-0.398438,-1.845598,-1.082031,-0.398438,279,269,51,75,3.88
521,1,0.519531,-0.015896,-1.632812,-2.533680,0.519531,-1.632812,280,264,59,67,2.76
522,1,1.576172,-0.141385,-2.042969,-2.641428,1.576172,-2.042969,274,272,61,57,4.98
523,1,-1.291016,-2.084908,0.703125,0.256748,-1.291016,0.703125,276,278,52,74,3.01
524,1,1.117188,0.018334,0.425781,-0.097523,1.117188,0.425781,286,279,57,63,3.09
525,1,0.431641,-0.799799,-0.226562,-1.722943,0.431641,-0.226562,288,271,54,67,7.30
526,1,0.058594,-0.536600,-0.105469,-0.499848,0.058594,-0.105469,283,264,58,53,1.88
527,1,0.132812,-0.637629,2.347656,1.890996,0.132812,2.347656,285,259,57,55,4.97
528,1,1.302734,-0.195809,-3.697266,-4.849408,1.302734,-3.697266,275,259,48,53,5.24
529,1,0.958984,0.315746,-0.076172,-1.222199,0.958984,-0.076172,275,271,60,55,3.05
530,1,0.470703,-0.075529,0.914062,0.407857,0.470703,0.914062,279,277,61,51,2.66
531,1,1.298828,-0.030844,-1.914062,-2.661621,1.298828,-1.914062,274,276,56,58,4.95
532,1,0.316406,-1.228113,-1.087891,-1.704498,0.316406,-1.087891,291,265,53,76,5.05
533,1,0.240234,-0.326434,0.375000,-0.097967,0.240234,0.375000,287,277,64,70,1.83
534,1,-0.781250,-1.602238,1.255859,-0.093441,-0.781250,1.255859,287,269,50,54,4.91
535,1,0.773438,-0.537525,0.294922,-0.169107,0.773438,0.294922,284,269,66,62,5.05
536,1,-1.378906,-3.095289,-1.632812,-2.113344,-1.378906,-1.632812,286,275,49,67,3.89
537,1,-0.373047,-1.665898,0.603516,0.104209,-0.373047,0.603516,281,275,60,67,2.93
538,1,1.107422,-0.317393,0.037109,-0.403604,1.107422,0.037109,295,266,48,76,2.96
539,1,0.000000,-1.909189,-0.101562,-0.629717,0.000000,-0.101562,281,265,53,68,3.86
540,1,-0.203125,-0.765037,-0.335938,-0.864885,-0.203125,-0.335938,291,270,61,51,2.78
541,1,1.294922,-0.026482,-0.650391,-1.842209,1.294922,-0.650391,291,265,49,79,6.11
542,1,-0.750000,-3.218812,-1.466797,-2.593908,-0.750000,-1.466797,288,269,59,71,5.03
543,1,-1.271484,-2.242184,-0.640625,-1.137098,-1.271484,-0.640625,292,269,54,70,3.13
544,1,0.009766,-1.373234,-0.105469,-0.521504,0.009766,-0.105469,294,286,57,74,4.05
545,1,1.197266,-0.042107,-0.066406,-0.787545,1.197266,-0.066406,293,233,73,71,4.04
546,1,0.652344,-0.991564,0.810547,-0.399490,0.652344,0.810547,292,247,52,49,5.03
547,1,-0.107422,-1.885070,0.458984,-0.087473,-0.107422,0.458984,300,264,55,76,3.88
548,1,0.427734,-0.329299,-1.380859,-2.580434,0.427734,-1.380859,299,263,58,76,2.97
549,1,0.257812,-0.427182,-0.365234,-0.889064,0.257812,-0.365234,282,267,53,77,2.83
550,1,-0.341797,-1.653740,-1.099609,-1.775752,-0.341797,-1.099609,292,260,61,52,3.89
551,1,0.468750,-0.338260,-1.853516,-3.216131,0.468750,-1.853516,293,283,50,73,4.05
552,1,0.138672,-0.404934,-3.544922,-4.718555,0.138672,-3.544922,304,283,62,49,3.97
553,1,-0.781250,-1.826824,-0.011719,-0.516580,-0.781250,-0.011719,300,282,62,82,2.86
554,1,0.957031,0.429758,0.558594,0.104703,0.957031,0.558594,301,285,54,52,2.99
555,1,0.560547,-0.298002,-0.396484,-1.226303,0.560547,-0.396484,294,283,53,79,4.08
556,1,0.750000,-0.737189,0.279297,-0.090779,0.750000,0.279297,302,280,53,73,2.79
557,1,0.509766,-1.398248,-1.285156,-2.245004,0.509766,-1.285156,300,283,62,70,4.98
558,1,0.617188,-0.535695,0.339844,-0.341264,0.617188,0.339844,293,284,52,78,2.93
559,1,1.105469,0.279037,-3.074219,-4.176643,1.105469,-3.074219,299,288,77,83,3.77
560,1,0.457031,-1.362451,-0.880859,-1.395281,0.457031,-0.880859,313,273,59,52,3.68
561,1,1.007812,0.120584,0.837891,0.151637,1.007812,0.837891,311,288,79,47,2.82
562,1,-0.449219,-0.968479,-0.443359,-0.818061,-0.449219,-0.443359,318,286,55,51,2.92
563,1,0.171875,-0.414080,0.695312,-0.379621,0.171875,0.695312,301,284,62,51,3.02
564,1,0.507812,-0.320168,-0.107422,-0.989951,0.507812,-0.107422,303,279,77,54,1.99
565,1,0.519531,-0.015637,0.171875,-0.408877,0.519531,0.171875,296,285,53,51,2.90
566,1,0.462891,-0.502039,0.912109,-0.711473,0.462891,0.912109,299,289,67,80,6.20
567,1,1.419922,0.824783,-1.558594,-3.003195,1.419922,-1.558594,301,296,67,53,3.91
568,1,0.093750,-0.332395,-0.638672,-1.783947,0.093750,-0.638672,302,248,60,52,2.98
569,1,1.025391,0.151807,-1.896484,-3.165406,1.025391,-1.896484,295,267,62,52,5.98
570,1,2.578125,1.718121,1.250000,-0.426406,2.578125,1.250000,294,276,46,48,3.79
571,1,0.455078,-0.267869,1.154297,0.066002,0.455078,1.154297,290,278,61,52,5.12
