generation,phase,best_fitness,avg_fitness,median_fitness,best_delta,median_delta,global_best_fitness,n_species,n_connections_best,n_hidden_best,oracle_tax,elapsed_sec
277,1,0.023438,-0.021705,-0.021484,0.023438,-0.021484,0.091797,277,78,27,-0.96,6.93
278,1,0.041016,-0.024334,-0.019531,0.041016,-0.019531,0.091797,277,75,29,-0.97,6.94
279,1,0.031250,-0.010885,-0.009766,0.031250,-0.009766,0.091797,276,77,28,-0.97,7.02
280,1,0.000000,-0.047615,-0.046875,0.000000,-0.046875,0.091797,283,65,25,-0.98,11.50
281,1,-0.050781,-0.085518,-0.083984,-0.050781,-0.083984,0.091797,281,81,27,-0.99,7.83
282,1,0.064453,0.034910,0.035156,0.064453,0.035156,0.091797,282,79,29,-1.00,7.19
283,1,0.023438,-0.017516,-0.009766,0.023438,-0.009766,0.091797,277,79,28,-1.01,7.60
284,1,0.046875,0.006297,0.011719,0.046875,0.011719,0.091797,270,78,29,-1.02,7.43
285,1,0.029297,-0.026492,-0.025391,0.029297,-0.025391,0.091797,267,80,28,-1.03,17.02
286,1,0.017578,-0.040684,-0.039062,0.017578,-0.039062,0.091797,264,87,31,-1.04,6.98
287,1,-0.019531,-0.050951,-0.050781,-0.019531,-0.050781,0.091797,268,61,23,-1.05,12.42
288,1,-0.021484,-0.041432,-0.041016,-0.021484,-0.041016,0.091797,271,80,28,-1.06,7.82
289,1,0.019531,-0.041652,-0.041016,0.019531,-0.041016,0.091797,269,82,29,-1.07,11.58
290,1,0.072266,0.022127,0.021484,0.072266,0.021484,0.091797,249,81,26,-1.07,11.63
291,1,-0.023438,-0.053879,-0.054688,-0.023438,-0.054688,0.091797,259,63,23,-1.08,7.16
292,1,0.046875,-0.031832,-0.039062,0.046875,-0.039062,0.091797,267,79,27,-1.09,16.53
293,1,0.062500,-0.000975,-0.001953,0.062500,-0.001953,0.091797,243,80,29,-1.10,12.38
294,1,0.093750,0.031904,0.035156,0.093750,0.035156,0.093750,250,81,26,-1.11,11.69
295,1,-0.011719,-0.048500,-0.048828,-0.011719,-0.048828,0.093750,266,86,30,-1.12,12.43
296,1,0.005859,-0.029631,-0.031250,0.005859,-0.031250,0.093750,275,81,29,-1.13,7.86
297,1,-0.005859,-0.035998,-0.035156,-0.005859,-0.035156,0.093750,280,76,27,-1.14,7.95
298,1,0.015625,-0.014928,-0.011719,0.015625,-0.011719,0.093750,213,81,28,-1.15,13.27
299,1,-0.025391,-0.047648,-0.046875,-0.025391,-0.046875,0.093750,251,83,30,-1.16,12.27
300,1,0.042969,0.002785,0.009766,0.042969,0.009766,0.093750,233,80,28,-1.17,12.41
301,1,0.050781,0.025887,0.031250,0.050781,0.031250,0.093750,219,82,30,-1.18,12.39
302,1,0.027344,-0.008777,-0.007812,0.027344,-0.007812,0.093750,229,85,29,-1.19,13.70
303,1,0.031250,0.002869,0.000000,0.031250,0.000000,0.093750,232,79,29,-1.19,13.01
304,1,0.005859,-0.035914,-0.042969,0.005859,-0.042969,0.093750,221,85,29,-1.20,7.58
305,1,0.019531,-0.008363,-0.011719,0.019531,-0.011719,0.093750,228,80,27,-1.21,3.04
306,1,0.046875,0.004053,0.007812,0.046875,0.007812,0.093750,236,84,31,-1.22,12.28
307,1,0.066406,0.043596,0.048828,0.066406,0.048828,0.093750,240,80,29,-1.23,7.95
308,1,0.021484,-0.005494,-0.003906,0.021484,-0.003906,0.093750,236,86,30,-1.24,7.58
309,1,0.009766,-0.013764,-0.013672,0.009766,-0.013672,0.093750,240,86,32,-1.25,12.75
310,1,0.125000,0.082930,0.087891,0.125000,0.087891,0.125000,232,81,30,-1.26,13.33
311,1,0.005859,-0.035420,-0.033203,0.005859,-0.033203,0.125000,233,83,28,-1.27,7.79
312,1,0.066406,0.023461,0.025391,0.066406,0.025391,0.125000,244,83,28,-1.28,7.79
313,1,0.044922,0.005121,-0.001953,0.044922,-0.001953,0.125000,244,88,31,-1.29,17.98
314,1,0.017578,-0.008424,-0.007812,0.017578,-0.007812,0.125000,248,85,28,-1.29,17.57
315,1,0.091797,0.049195,0.044922,0.091797,0.044922,0.125000,250,82,28,-1.30,12.94
316,1,0.007812,-0.012432,-0.009766,0.007812,-0.009766,0.125000,249,86,28,-1.31,13.31
317,1,0.050781,0.023508,0.023438,0.050781,0.023438,0.125000,248,84,30,-1.32,13.21
318,1,0.035156,0.015021,0.017578,0.035156,0.017578,0.125000,256,87,31,-1.33,13.17
319,1,0.035156,0.007102,0.005859,0.035156,0.005859,0.125000,268,80,27,-1.34,3.00
320,1,0.019531,-0.008965,-0.005859,0.019531,-0.005859,0.125000,269,86,27,-1.35,12.94
321,1,0.039062,0.014687,0.013672,0.039062,0.013672,0.125000,279,82,29,-1.36,13.14
322,1,0.056641,0.031539,0.031250,0.056641,0.031250,0.125000,266,83,29,-1.37,3.22
323,1,0.050781,0.010225,0.007812,0.050781,0.007812,0.125000,277,84,28,-1.38,13.19
324,1,0.050781,0.029078,0.033203,0.050781,0.033203,0.125000,294,90,29,-1.39,3.01
325,1,0.029297,0.003230,0.003906,0.029297,0.003906,0.125000,279,84,28,-1.40,8.06
326,1,0.041016,0.005234,0.003906,0.041016,0.003906,0.125000,270,90,30,-1.41,7.58
327,1,-0.021484,-0.053154,-0.054688,-0.021484,-0.054688,0.125000,275,81,27,-1.41,7.90
328,1,0.037109,0.005332,0.005859,0.037109,0.005859,0.125000,272,84,27,-1.42,12.70
329,1,0.074219,0.048482,0.050781,0.074219,0.050781,0.125000,269,85,28,-1.43,7.24
330,1,0.044922,0.030285,0.031250,0.044922,0.031250,0.125000,273,87,28,-1.44,2.92
331,1,0.019531,-0.010346,-0.015625,0.019531,-0.015625,0.125000,259,85,28,-1.45,17.87
332,1,-0.017578,-0.038937,-0.035156,-0.017578,-0.035156,0.125000,267,85,28,-1.46,18.50
333,1,0.035156,-0.030609,-0.031250,0.035156,-0.031250,0.125000,256,86,28,-1.47,18.58
334,1,0.013672,-0.002225,0.000000,0.013672,0.000000,0.125000,261,86,29,-1.48,13.74
335,1,0.046875,0.024693,0.025391,0.046875,0.025391,0.125000,264,86,28,-1.49,3.00
336,1,0.068359,0.038666,0.041016,0.068359,0.041016,0.125000,251,88,28,-1.50,11.78
337,1,0.082031,0.042004,0.042969,0.082031,0.042969,0.125000,251,88,28,-1.51,7.40
338,1,0.007812,-0.005238,0.000000,0.007812,0.000000,0.125000,240,82,28,-1.52,7.98
339,1,0.042969,0.011625,0.007812,0.042969,0.007812,0.125000,244,86,28,-1.52,8.06
340,1,0.033203,0.010217,0.007812,0.033203,0.007812,0.125000,240,92,31,-1.53,8.25
341,1,0.083984,0.031117,0.023438,0.083984,0.023438,0.125000,238,92,31,-1.54,17.23
342,1,0.033203,0.015555,0.019531,0.033203,0.019531,0.125000,243,85,27,-1.55,12.41
343,1,0.033203,-0.000480,0.003906,0.033203,0.003906,0.125000,241,84,29,-1.56,7.40
344,1,0.046875,0.016311,0.019531,0.046875,0.019531,0.125000,242,86,28,-1.57,7.98
345,1,-0.007812,-0.040512,-0.039062,-0.007812,-0.039062,0.125000,226,85,28,-1.58,13.04
346,1,0.044922,0.025953,0.031250,0.044922,0.031250,0.125000,225,88,29,-1.59,8.03
347,1,0.050781,0.038602,0.042969,0.050781,0.042969,0.125000,212,83,28,-1.60,2.99
348,1,0.048828,0.017793,0.015625,0.048828,0.015625,0.125000,238,83,30,-1.61,17.61
349,1,0.074219,0.052014,0.050781,0.074219,0.050781,0.125000,234,80,29,-1.62,17.31
350,1,0.046875,0.017129,0.013672,0.046875,0.013672,0.125000,227,84,30,-1.62,13.22
351,1,0.070312,0.005057,-0.003906,0.070312,-0.003906,0.125000,190,83,30,-1.63,16.88
352,1,0.066406,0.048521,0.050781,0.066406,0.050781,0.125000,211,86,28,-1.64,13.00
353,1,-0.029297,-0.046656,-0.042969,-0.029297,-0.042969,0.125000,219,88,28,-1.65,7.89
354,1,-0.039062,-0.068309,-0.066406,-0.039062,-0.066406,0.125000,214,81,28,-1.66,12.24
355,1,0.044922,-0.003449,-0.001953,0.044922,-0.001953,0.125000,232,78,30,-1.67,16.68
356,1,0.025391,0.001707,0.007812,0.025391,0.007812,0.125000,217,79,28,-1.68,2.93
357,1,0.037109,0.020443,0.025391,0.037109,0.025391,0.125000,218,78,29,-1.69,13.29
358,1,0.003906,-0.010791,-0.007812,0.003906,-0.007812,0.125000,220,86,28,-1.70,7.55
359,1,0.027344,0.003846,0.003906,0.027344,0.003906,0.125000,232,80,30,-1.71,7.24
360,1,0.058594,0.019822,0.021484,0.058594,0.021484,0.125000,243,76,28,-1.72,16.67
361,1,0.025391,0.000955,0.001953,0.025391,0.001953,0.125000,241,79,31,-1.73,2.92
362,1,0.033203,0.010475,0.011719,0.033203,0.011719,0.125000,250,77,29,-1.74,8.38
363,1,0.027344,0.006701,0.009766,0.027344,0.009766,0.125000,258,82,31,-1.74,13.64
364,1,0.025391,0.007502,0.011719,0.025391,0.011719,0.125000,255,79,30,-1.75,2.91
365,1,0.074219,0.034822,0.037109,0.074219,0.037109,0.125000,258,79,31,-1.76,7.60
366,1,0.025391,0.004371,0.007812,0.025391,0.007812,0.125000,266,74,28,-1.77,7.50
367,1,0.041016,0.012656,0.017578,0.041016,0.017578,0.125000,269,78,30,-1.78,8.28
368,1,0.001953,-0.023082,-0.023438,0.001953,-0.023438,0.125000,268,76,29,-1.79,8.11
369,1,0.056641,0.030020,0.031250,0.056641,0.031250,0.125000,254,81,33,-1.80,2.93
370,1,0.031250,0.020861,0.023438,0.031250,0.023438,0.125000,256,81,31,-1.81,2.81
371,1,0.009766,-0.029102,-0.027344,0.009766,-0.027344,0.125000,256,78,29,-1.82,17.16
372,1,0.023438,-0.009578,-0.007812,0.023438,-0.007812,0.125000,253,79,32,-1.83,7.12
373,1,0.041016,0.007348,0.005859,0.041016,0.005859,0.125000,256,80,30,-1.84,11.95
374,1,0.064453,0.041762,0.042969,0.064453,0.042969,0.125000,253,77,28,-1.84,2.88
375,1,0.035156,0.013639,0.013672,0.035156,0.013672,0.125000,255,76,30,-1.85,8.23
376,1,0.021484,-0.011098,-0.009766,0.021484,-0.009766,0.125000,246,82,32,-1.86,7.15
377,1,0.027344,0.005148,0.005859,0.027344,0.005859,0.125000,255,78,32,-1.87,8.05
378,1,0.058594,0.032592,0.035156,0.058594,0.035156,0.125000,257,74,30,-1.88,13.81
379,1,0.054688,0.018023,0.019531,0.054688,0.019531,0.125000,245,78,31,-1.89,11.97
380,1,0.074219,0.058691,0.060547,0.074219,0.060547,0.125000,244,78,29,-1.90,12.49
381,1,0.042969,0.022809,0.021484,0.042969,0.021484,0.125000,254,78,32,-1.91,8.30
382,1,0.060547,0.028699,0.031250,0.060547,0.031250,0.125000,260,79,30,-1.92,12.82
383,1,0.082031,0.061553,0.064453,0.082031,0.064453,0.125000,242,74,30,-1.93,2.87
384,1,0.050781,0.021631,0.025391,0.050781,0.025391,0.125000,253,76,30,-1.94,7.56
385,1,0.044922,-0.000924,-0.001953,0.044922,-0.001953,0.125000,252,75,30,-1.95,7.87
386,1,0.070312,0.034383,0.039062,0.070312,0.039062,0.125000,244,75,30,-1.96,8.18
387,1,0.041016,0.015953,0.019531,0.041016,0.019531,0.125000,240,74,30,-1.96,17.91
388,1,0.066406,0.049828,0.052734,0.066406,0.052734,0.125000,255,75,29,-1.97,13.20
389,1,0.027344,-0.001070,0.001953,0.027344,0.001953,0.125000,259,76,30,-1.98,7.75
390,1,0.015625,-0.004738,-0.003906,0.015625,-0.003906,0.125000,240,73,28,-1.99,12.43
391,1,-0.015625,-0.038746,-0.039062,-0.015625,-0.039062,0.125000,247,77,30,-2.00,12.85
392,1,0.001953,-0.014404,-0.011719,0.001953,-0.011719,0.125000,251,76,29,-2.01,13.91
393,1,0.070312,0.032400,0.027344,0.070312,0.027344,0.125000,263,75,30,-2.02,17.93
394,1,-0.019531,-0.050199,-0.050781,-0.019531,-0.050781,0.125000,269,71,29,-2.03,18.72
395,1,0.031250,-0.000203,-0.007812,0.031250,-0.007812,0.125000,266,80,32,-2.04,13.06
396,1,0.066406,0.043066,0.042969,0.066406,0.042969,0.125000,266,79,30,-2.05,2.85
397,1,0.021484,-0.012885,-0.011719,0.021484,-0.011719,0.125000,263,76,32,-2.06,12.58
398,1,0.054688,0.039328,0.042969,0.054688,0.042969,0.125000,266,73,29,-2.07,7.90
399,1,0.033203,0.015299,0.015625,0.033203,0.015625,0.125000,257,75,29,-2.07,2.84
400,1,0.000000,-0.029053,-0.029297,0.000000,-0.029297,0.125000,260,72,30,-2.08,18.74
401,1,0.019531,0.001109,0.005859,0.019531,0.005859,0.125000,255,79,30,-2.09,8.05
402,1,-0.003906,-0.030168,-0.029297,-0.003906,-0.029297,0.125000,255,73,29,-2.10,12.66
403,1,-0.005859,-0.028336,-0.035156,-0.005859,-0.035156,0.125000,250,72,29,-2.11,12.35
404,1,0.039062,-0.000488,-0.007812,0.039062,-0.007812,0.125000,246,75,30,-2.12,16.65
405,1,-0.009766,-0.034867,-0.037109,-0.009766,-0.037109,0.125000,239,70,29,-2.13,7.90
406,1,0.076172,0.061689,0.066406,0.076172,0.066406,0.125000,242,79,30,-2.14,2.84
407,1,0.029297,0.012066,0.013672,0.029297,0.013672,0.125000,246,74,29,-2.15,13.02
408,1,0.042969,0.018217,0.017578,0.042969,0.017578,0.125000,252,73,30,-2.16,2.82
409,1,-0.007812,-0.038061,-0.035156,-0.007812,-0.035156,0.125000,261,71,29,-2.17,13.13
410,1,0.021484,0.003563,0.003906,0.021484,0.003906,0.125000,254,71,29,-2.17,18.21
411,1,0.044922,0.018322,0.015625,0.044922,0.015625,0.125000,240,73,29,-2.18,7.80
412,1,0.060547,0.037568,0.035156,0.060547,0.035156,0.125000,254,78,30,-2.19,2.81
413,1,0.062500,0.003531,-0.001953,0.062500,-0.001953,0.125000,260,74,30,-2.20,12.30
414,1,0.068359,0.051697,0.052734,0.068359,0.052734,0.125000,277,72,29,-2.21,7.92
415,1,0.044922,0.018754,0.013672,0.044922,0.013672,0.125000,278,78,31,-2.22,12.65
416,1,0.076172,0.061852,0.066406,0.076172,0.066406,0.125000,278,71,29,-2.23,8.16
417,1,0.037109,0.012105,0.007812,0.037109,0.007812,0.125000,273,73,28,-2.24,8.24
418,1,0.009766,-0.017221,-0.025391,0.009766,-0.025391,0.125000,270,70,30,-2.25,8.10
419,1,0.023438,-0.013557,-0.013672,0.023438,-0.013672,0.125000,265,70,30,-2.26,8.51
420,1,-0.007812,-0.023420,-0.023438,-0.007812,-0.023438,0.125000,261,71,29,-2.27,7.36
421,1,0.046875,0.013713,0.017578,0.046875,0.017578,0.125000,278,78,30,-2.28,7.91
422,1,-0.011719,-0.032057,-0.037109,-0.011719,-0.037109,0.125000,261,83,32,-2.29,7.20
423,1,0.033203,-0.000061,0.000000,0.033203,0.000000,0.125000,267,68,29,-2.29,2.81
424,1,0.025391,0.007695,0.015625,0.025391,0.015625,0.125000,258,70,30,-2.30,18.41
425,1,0.021484,-0.013023,-0.013672,0.021484,-0.013672,0.125000,259,73,28,-2.31,12.54
426,1,0.044922,0.030305,0.035156,0.044922,0.035156,0.125000,253,71,29,-2.32,17.92
427,1,0.021484,-0.012736,-0.011719,0.021484,-0.011719,0.125000,244,78,29,-2.33,18.23
428,1,0.037109,0.014072,0.013672,0.037109,0.013672,0.125000,245,75,30,-2.34,12.53
429,1,0.044922,0.028313,0.025391,0.044922,0.025391,0.125000,244,83,32,-2.35,8.14
430,1,0.013672,-0.010104,-0.017578,0.013672,-0.017578,0.125000,251,83,32,-2.36,7.53
431,1,0.029297,0.013377,0.013672,0.029297,0.013672,0.125000,239,82,31,-2.37,7.23
432,1,0.013672,-0.015934,-0.015625,0.013672,-0.015625,0.125000,246,72,30,-2.38,12.73
433,1,0.023438,-0.009230,-0.011719,0.023438,-0.011719,0.125000,235,70,30,-2.39,12.93
434,1,0.054688,0.026652,0.027344,0.054688,0.027344,0.125000,242,70,28,-2.40,13.19
435,1,-0.005859,-0.034393,-0.037109,-0.005859,-0.037109,0.125000,240,68,30,-2.40,18.06
436,1,0.023438,-0.015389,-0.017578,0.023438,-0.017578,0.125000,243,70,28,-2.41,13.08
437,1,0.050781,0.019588,0.021484,0.050781,0.021484,0.125000,245,74,30,-2.42,12.21
438,1,0.041016,0.004770,0.001953,0.041016,0.001953,0.125000,259,68,29,-2.43,18.26
439,1,0.025391,-0.014184,-0.013672,0.025391,-0.013672,0.125000,277,71,28,-2.44,12.66
440,1,0.003906,-0.019711,-0.019531,0.003906,-0.019531,0.125000,277,70,31,-2.45,17.21
441,1,0.050781,0.030664,0.031250,0.050781,0.031250,0.125000,274,73,28,-2.46,2.80
442,1,0.039062,0.021316,0.023438,0.039062,0.023438,0.125000,280,71,28,-2.47,12.60
443,1,0.027344,-0.011160,-0.009766,0.027344,-0.009766,0.125000,276,69,30,-2.48,18.53
444,1,0.033203,0.015273,0.013672,0.033203,0.013672,0.125000,266,69,29,-2.49,7.21
445,1,0.009766,-0.025297,-0.025391,0.009766,-0.025391,0.125000,273,72,28,-2.50,7.97
446,1,0.054688,0.042977,0.044922,0.054688,0.044922,0.125000,282,78,32,-2.50,2.77
447,1,-0.009766,-0.028047,-0.023438,-0.009766,-0.023438,0.125000,187,72,29,-2.51,12.87
448,1,0.037109,0.007988,0.011719,0.037109,0.011719,0.125000,243,70,28,-2.52,13.41
449,1,0.087891,0.068680,0.078125,0.087891,0.078125,0.125000,243,71,31,-2.53,7.85
450,1,0.058594,0.042170,0.044922,0.058594,0.044922,0.125000,249,68,30,-2.54,7.88
451,1,0.027344,0.017143,0.021484,0.027344,0.021484,0.125000,250,72,31,-2.55,7.71
452,1,0.031250,0.013348,0.011719,0.031250,0.011719,0.125000,237,69,31,-2.56,8.11
453,1,0.039062,0.023732,0.023438,0.039062,0.023438,0.125000,237,71,30,-2.57,7.44
454,1,0.029297,0.018656,0.017578,0.029297,0.017578,0.125000,240,72,30,-2.58,8.14
455,1,0.013672,0.002486,0.003906,0.013672,0.003906,0.125000,244,70,29,-2.59,7.86
456,1,0.052734,0.022090,0.023438,0.052734,0.023438,0.125000,241,71,31,-2.60,2.77
457,1,0.052734,0.007221,0.009766,0.052734,0.009766,0.125000,241,66,31,-2.61,17.50
458,1,0.066406,0.034377,0.035156,0.066406,0.035156,0.125000,251,69,30,-2.61,7.15
459,1,0.070312,0.057176,0.060547,0.070312,0.060547,0.125000,262,68,29,-2.62,7.99
460,1,0.044922,0.018443,0.019531,0.044922,0.019531,0.125000,258,67,29,-2.63,2.65
461,1,0.033203,0.004305,0.000000,0.033203,0.000000,0.125000,261,66,29,-2.64,8.55
462,1,0.062500,0.040467,0.041016,0.062500,0.041016,0.125000,257,70,29,-2.65,12.65
463,1,0.044922,0.028223,0.029297,0.044922,0.029297,0.125000,272,71,31,-2.66,2.75
464,1,0.064453,0.032402,0.031250,0.064453,0.031250,0.125000,273,67,30,-2.67,12.89
465,1,0.023438,-0.011611,-0.009766,0.023438,-0.009766,0.125000,270,68,31,-2.68,17.25
466,1,0.005859,-0.022434,-0.021484,0.005859,-0.021484,0.125000,269,68,31,-2.69,7.73
467,1,0.011719,-0.017715,-0.017578,0.011719,-0.017578,0.125000,269,70,32,-2.70,12.33
468,1,0.076172,0.043449,0.044922,0.076172,0.044922,0.125000,271,67,31,-2.71,2.75
469,1,0.046875,0.024543,0.019531,0.046875,0.019531,0.125000,263,76,31,-2.72,13.70
470,1,0.087891,0.058053,0.058594,0.087891,0.058594,0.125000,267,68,31,-2.73,7.06
471,1,0.015625,-0.013355,-0.011719,0.015625,-0.011719,0.125000,266,68,30,-2.73,7.81
472,1,0.017578,-0.013510,-0.015625,0.017578,-0.015625,0.125000,289,69,28,-2.74,12.77
473,1,0.029297,0.012119,0.019531,0.029297,0.019531,0.125000,284,66,30,-2.75,18.60
474,1,0.050781,0.025316,0.025391,0.050781,0.025391,0.125000,294,72,31,-2.76,13.05
475,1,0.050781,0.022822,0.023438,0.050781,0.023438,0.125000,279,65,29,-2.77,8.01
476,1,0.074219,0.055465,0.054688,0.074219,0.054688,0.125000,293,67,31,-2.78,7.55
477,1,0.021484,-0.018666,-0.015625,0.021484,-0.015625,0.125000,291,66,30,-2.79,7.76
478,1,0.003906,-0.021639,-0.017578,0.003906,-0.017578,0.125000,288,68,32,-2.80,8.01
479,1,0.015625,-0.016869,-0.019531,0.015625,-0.019531,0.125000,297,72,32,-2.81,13.00
480,1,0.072266,0.046404,0.048828,0.072266,0.048828,0.125000,296,63,29,-2.82,7.93
481,1,-0.023438,-0.047883,-0.042969,-0.023438,-0.042969,0.125000,295,65,30,-2.83,12.70
482,1,0.031250,0.015857,0.013672,0.031250,0.013672,0.125000,298,66,31,-2.83,2.75
483,1,0.007812,-0.018541,-0.017578,0.007812,-0.017578,0.125000,297,66,31,-2.84,13.17
484,1,0.076172,0.057488,0.058594,0.076172,0.058594,0.125000,290,68,30,-2.85,7.64
485,1,0.064453,0.036891,0.027344,0.064453,0.027344,0.125000,287,66,30,-2.86,7.81
486,1,-0.019531,-0.036131,-0.033203,-0.019531,-0.033203,0.125000,299,69,31,-2.87,8.18
487,1,0.052734,0.037016,0.037109,0.052734,0.037109,0.125000,293,67,31,-2.88,7.59
488,1,0.027344,0.000387,0.001953,0.027344,0.001953,0.125000,283,68,32,-2.89,7.63
489,1,0.033203,-0.001686,-0.009766,0.033203,-0.009766,0.125000,295,66,30,-2.90,12.97
490,1,0.035156,0.001729,0.009766,0.035156,0.009766,0.125000,158,66,32,-2.91,17.90
491,1,0.044922,0.015596,0.017578,0.044922,0.017578,0.125000,207,71,28,-2.92,2.74
492,1,0.054688,0.029682,0.031250,0.054688,0.031250,0.125000,234,70,33,-2.93,13.22
493,1,0.035156,0.000279,0.001953,0.035156,0.001953,0.125000,239,69,30,-2.94,2.77
494,1,0.052734,0.031822,0.033203,0.052734,0.033203,0.125000,238,67,30,-2.94,8.07
495,1,0.019531,-0.002312,-0.001953,0.019531,-0.001953,0.125000,250,68,30,-2.95,2.74
496,1,0.029297,0.000844,-0.003906,0.029297,-0.003906,0.125000,251,68,32,-2.96,13.15
497,1,0.035156,-0.000010,-0.005859,0.035156,-0.005859,0.125000,256,66,31,-2.97,12.69
498,1,-0.003906,-0.041158,-0.037109,-0.003906,-0.037109,0.125000,250,67,31,-2.98,12.66
499,1,0.025391,-0.015227,-0.013672,0.025391,-0.013672,0.125000,243,67,30,-2.99,7.53
500,1,0.015625,-0.006574,-0.007812,0.015625,-0.007812,0.125000,237,68,32,-3.00,7.42
501,1,0.005859,-0.016648,-0.015625,0.005859,-0.015625,0.125000,240,68,32,-3.00,12.91
502,1,0.037109,-0.000719,0.000000,0.037109,0.000000,0.125000,255,66,32,-3.00,12.70
503,1,0.001953,-0.036432,-0.035156,0.001953,-0.035156,0.125000,249,69,32,-3.00,13.27
504,1,0.021484,-0.003857,-0.003906,0.021484,-0.003906,0.125000,247,67,30,-3.00,7.72
505,1,0.021484,-0.008910,-0.007812,0.021484,-0.007812,0.125000,256,68,32,-3.00,12.52
506,1,0.089844,0.062107,0.066406,0.089844,0.066406,0.125000,246,70,32,-3.00,2.73
507,1,0.044922,0.024156,0.029297,0.044922,0.029297,0.125000,242,67,31,-3.00,7.55
508,1,0.015625,-0.005576,-0.003906,0.015625,-0.003906,0.125000,240,68,32,-3.00,7.72
509,1,0.017578,0.003592,0.003906,0.017578,0.003906,0.125000,239,70,32,-3.00,7.68
510,1,0.021484,-0.000430,0.005859,0.021484,0.005859,0.125000,227,67,32,-3.00,12.36
511,1,0.074219,0.033316,0.025391,0.074219,0.025391,0.125000,225,65,31,-3.00,7.56
512,1,0.037109,0.010193,0.013672,0.037109,0.013672,0.125000,229,64,31,-3.00,2.70
513,1,0.048828,0.020027,0.023438,0.048828,0.023438,0.125000,226,64,29,-3.00,2.69
514,1,0.037109,0.004240,0.009766,0.037109,0.009766,0.125000,236,65,30,-3.00,12.63
515,1,0.023438,-0.015701,-0.013672,0.023438,-0.013672,0.125000,230,68,32,-3.00,6.93
516,1,0.044922,0.006521,-0.005859,0.044922,-0.005859,0.125000,242,66,31,-3.00,12.92
517,1,0.072266,0.056688,0.060547,0.072266,0.060547,0.125000,265,67,31,-3.00,2.70
518,1,0.089844,0.060395,0.060547,0.089844,0.060547,0.125000,277,69,32,-3.00,12.58
519,1,0.050781,0.025281,0.027344,0.050781,0.027344,0.125000,273,66,31,-3.00,12.86
520,1,0.035156,0.009387,0.005859,0.035156,0.005859,0.125000,281,67,31,-3.00,12.06
521,1,0.060547,0.032209,0.033203,0.060547,0.033203,0.125000,285,65,31,-3.00,2.70
522,1,0.048828,0.007072,0.003906,0.048828,0.003906,0.125000,278,60,29,-3.00,12.94
523,1,0.080078,0.054164,0.052734,0.080078,0.052734,0.125000,280,63,30,-3.00,7.99
524,1,0.029297,0.012160,0.017578,0.029297,0.017578,0.125000,277,63,30,-3.00,12.44
525,1,0.037109,0.012055,0.013672,0.037109,0.013672,0.125000,273,66,30,-3.00,7.67
526,1,-0.013672,-0.031619,-0.031250,-0.013672,-0.031250,0.125000,266,64,30,-3.00,7.59
527,1,0.080078,0.050035,0.044922,0.080078,0.044922,0.125000,260,65,30,-3.00,7.42
528,1,0.064453,0.034775,0.037109,0.064453,0.037109,0.125000,271,65,30,-3.00,17.18
529,1,0.050781,0.035600,0.041016,0.050781,0.041016,0.125000,263,67,30,-3.00,2.69
530,1,0.050781,0.031850,0.035156,0.050781,0.035156,0.125000,268,61,31,-3.00,7.54
531,1,0.021484,-0.017172,-0.017578,0.021484,-0.017578,0.125000,275,61,31,-3.00,12.53
532,1,0.039062,0.008596,0.009766,0.039062,0.009766,0.125000,270,63,30,-3.00,7.66
533,1,0.044922,0.020545,0.025391,0.044922,0.025391,0.125000,274,64,30,-3.00,12.31
534,1,0.027344,-0.022191,-0.017578,0.027344,-0.017578,0.125000,277,65,32,-3.00,12.74
535,1,0.023438,-0.015508,-0.015625,0.023438,-0.015625,0.125000,273,62,32,-3.00,13.61
536,1,0.005859,-0.021516,-0.015625,0.005859,-0.015625,0.125000,288,61,30,-3.00,12.38
537,1,0.078125,0.050145,0.050781,0.078125,0.050781,0.125000,279,61,29,-3.00,8.00
538,1,0.072266,0.019264,0.017578,0.072266,0.017578,0.125000,284,60,31,-3.00,16.22
539,1,-0.033203,-0.068641,-0.068359,-0.033203,-0.068359,0.125000,282,64,32,-3.00,13.52
540,1,0.019531,-0.009770,-0.007812,0.019531,-0.007812,0.125000,274,65,30,-3.00,7.52
541,1,0.085938,0.057293,0.060547,0.085938,0.060547,0.125000,260,59,30,-3.00,7.70
542,1,0.042969,0.007457,0.007812,0.042969,0.007812,0.125000,258,64,31,-3.00,12.99
543,1,0.042969,0.001895,0.001953,0.042969,0.001953,0.125000,265,60,30,-3.00,7.71
544,1,0.035156,0.005979,0.007812,0.035156,0.007812,0.125000,260,60,29,-3.00,13.75
545,1,0.025391,-0.006566,-0.005859,0.025391,-0.005859,0.125000,253,61,31,-3.00,7.46
546,1,0.005859,-0.023281,-0.023438,0.005859,-0.023438,0.125000,254,60,29,-3.00,13.07
547,1,0.011719,-0.021314,-0.017578,0.011719,-0.017578,0.125000,224,61,30,-3.00,12.97
548,1,0.048828,0.021848,0.025391,0.048828,0.025391,0.125000,239,62,32,-3.00,2.63
549,1,0.021484,0.000020,0.003906,0.021484,0.003906,0.125000,239,59,31,-3.00,7.83
550,1,0.031250,0.001930,0.001953,0.031250,0.001953,0.125000,250,60,30,-3.00,7.71
551,1,0.017578,-0.021666,-0.021484,0.017578,-0.021484,0.125000,242,61,31,-3.00,11.80
552,1,0.103516,0.072207,0.080078,0.103516,0.080078,0.125000,233,70,32,-3.00,8.04
