generation,phase,lead_best_fitness,lead_avg_fitness,follow_best_fitness,follow_avg_fitness,lead_n_species,follow_n_species,lead_n_connections_best,follow_n_connections_best,lead_val_acc,follow_val_acc,fixed_probe_delta,elapsed_sec
539,1,0.542969,0.269473,0.542969,0.269473,20,20,210,216,0.000000,0.000000,0.000000,8.76
540,1,1.363281,0.984174,1.363281,0.984174,20,20,219,215,0.000000,0.000000,0.000000,6.68
541,1,0.529297,0.145059,0.529297,0.145059,20,20,213,222,0.000000,0.000000,0.000000,8.44
542,1,0.117188,-0.355521,0.117188,-0.355521,20,20,211,218,0.000000,0.000000,0.000000,7.57
543,1,0.972656,0.544826,0.972656,0.544826,20,20,210,222,0.000000,0.000000,0.000000,6.63
544,1,0.714844,0.306143,0.714844,0.306143,20,20,207,218,0.000000,0.000000,0.000000,7.15
545,1,0.453125,0.015887,0.453125,0.015887,20,20,212,219,0.000000,0.000000,0.000000,7.15
546,1,0.158203,-0.112125,0.158203,-0.112125,20,20,213,226,0.000000,0.000000,0.000000,7.00
547,1,1.019531,0.771793,1.019531,0.771793,20,20,213,214,0.000000,0.000000,0.000000,8.25
548,1,1.248047,0.568824,1.248047,0.568824,20,20,31,33,0.000000,0.000000,0.000000,8.23
549,1,0.445312,-0.069301,0.445312,-0.069301,20,20,211,222,0.000000,0.000000,0.000000,9.37
550,1,0.257812,-0.093041,0.257812,-0.093041,20,20,213,217,0.000000,0.000000,1.261719,10.40
551,1,0.519531,0.195727,0.519531,0.195727,20,20,216,224,0.000000,0.000000,0.000000,7.84
552,1,0.828125,0.287287,0.828125,0.287287,20,20,229,222,0.000000,0.000000,0.000000,8.92
553,1,0.353516,-0.046629,0.353516,-0.046629,20,20,31,32,0.000000,0.000000,0.000000,9.22
554,1,0.373047,-0.168752,0.373047,-0.168752,20,20,218,219,0.000000,0.000000,0.000000,10.05
555,1,0.894531,0.487375,0.894531,0.487375,20,20,225,225,0.000000,0.000000,0.000000,8.97
556,1,0.431641,0.158846,0.431641,0.158846,20,20,234,226,0.000000,0.000000,0.000000,8.53
557,1,0.710938,0.429764,0.710938,0.429764,20,20,224,237,0.000000,0.000000,0.000000,8.37
558,1,0.703125,0.248934,0.703125,0.248934,20,20,227,225,0.000000,0.000000,0.000000,11.85
559,1,0.501953,0.164066,0.501953,0.164066,20,20,235,233,0.000000,0.000000,0.000000,10.26
560,1,0.416016,0.068434,0.416016,0.068434,20,20,220,225,0.000000,0.000000,0.000000,9.19
561,1,0.681641,0.348156,0.681641,0.348156,20,20,225,235,0.000000,0.000000,0.000000,9.92
562,1,0.191406,-0.215598,0.191406,-0.215598,20,20,227,226,0.000000,0.000000,0.000000,9.34
563,1,0.859375,0.509996,0.859375,0.509996,20,20,228,222,0.000000,0.000000,0.000000,11.80
564,1,0.906250,0.585187,0.906250,0.585187,20,20,221,227,0.000000,0.000000,0.000000,9.46
565,1,1.009766,0.581111,1.009766,0.581111,20,20,229,229,0.000000,0.000000,0.000000,9.82
566,1,1.050781,0.756514,1.050781,0.756514,20,20,236,231,0.000000,0.000000,0.000000,9.40
567,1,0.812500,0.546123,0.812500,0.546123,20,20,238,231,0.000000,0.000000,0.000000,10.20
568,1,0.527344,0.023697,0.527344,0.023697,20,20,234,221,0.000000,0.000000,0.000000,11.02
569,1,0.421875,0.021992,0.421875,0.021992,20,20,236,223,0.000000,0.000000,0.000000,9.97
570,1,0.980469,0.621791,0.980469,0.621791,20,20,224,239,0.000000,0.000000,0.000000,10.16
571,1,0.740234,0.246439,0.740234,0.246439,20,20,225,235,0.000000,0.000000,0.000000,9.02
572,1,0.843750,0.510273,0.843750,0.510273,20,20,240,224,0.000000,0.000000,0.000000,8.74
573,1,1.052734,0.690762,1.052734,0.690762,20,20,230,234,0.000000,0.000000,0.000000,9.98
574,1,1.431641,0.996898,1.431641,0.996898,20,20,226,241,0.000000,0.000000,0.000000,8.79
575,1,0.648438,0.304541,0.648438,0.304541,20,20,228,222,0.000000,0.000000,1.402344,8.54
576,1,0.570312,0.083793,0.570312,0.083793,20,20,229,225,0.000000,0.000000,0.000000,10.36
577,1,0.470703,-0.464463,0.470703,-0.464463,20,20,233,247,0.000000,0.000000,0.000000,9.00
578,1,1.062500,0.653516,1.062500,0.653516,20,20,223,242,0.000000,0.000000,0.000000,9.29
579,1,0.158203,-0.154289,0.158203,-0.154289,20,20,248,236,0.000000,0.000000,0.000000,11.28
580,1,0.630859,0.362043,0.630859,0.362043,20,20,235,230,0.000000,0.000000,0.000000,9.56
581,1,0.392578,0.024490,0.392578,0.024490,20,20,233,244,0.000000,0.000000,0.000000,9.42
582,1,0.679688,0.159621,0.679688,0.159621,20,20,232,244,0.000000,0.000000,0.000000,12.99
583,1,0.447266,-0.005461,0.447266,-0.005461,20,20,229,245,0.000000,0.000000,0.000000,11.11
584,1,0.910156,0.469779,0.910156,0.469779,20,20,241,234,0.000000,0.000000,0.000000,10.50
585,1,0.833984,0.449609,0.833984,0.449609,20,20,226,241,0.000000,0.000000,0.000000,9.99
586,1,0.289062,-0.185996,0.289062,-0.185996,20,20,241,242,0.000000,0.000000,0.000000,10.26
587,1,0.882812,0.556363,0.882812,0.556363,20,20,240,234,0.000000,0.000000,0.000000,9.96
588,1,1.000000,0.818686,1.000000,0.818686,20,20,234,228,0.000000,0.000000,0.000000,13.39
589,1,0.390625,0.062912,0.390625,0.062912,20,20,235,243,0.000000,0.000000,0.000000,10.05
590,1,0.537109,0.281973,0.537109,0.281973,20,20,246,242,0.000000,0.000000,0.000000,10.65
591,1,0.437500,-0.011141,0.437500,-0.011141,20,20,234,249,0.000000,0.000000,0.000000,8.06
592,1,0.908203,0.753453,0.908203,0.753453,20,20,239,237,0.000000,0.000000,0.000000,9.50
593,1,0.447266,0.285551,0.447266,0.285551,20,20,241,237,0.000000,0.000000,0.000000,9.43
594,1,0.544922,0.059416,0.544922,0.059416,20,20,232,230,0.000000,0.000000,0.000000,10.08
595,1,0.857422,0.552518,0.857422,0.552518,20,20,235,232,0.000000,0.000000,0.000000,9.39
596,1,0.212891,-0.026000,0.212891,-0.026000,20,20,242,251,0.000000,0.000000,0.000000,10.81
597,1,1.099609,0.697602,1.099609,0.697602,20,20,23,28,0.000000,0.000000,0.000000,9.56
598,1,0.912109,0.561492,0.912109,0.561492,20,20,236,246,0.000000,0.000000,0.000000,11.22
599,1,0.132812,-0.178092,0.132812,-0.178092,20,20,246,241,0.000000,0.000000,0.000000,10.41
