generation,phase,lead_best_fitness,lead_avg_fitness,follow_best_fitness,follow_avg_fitness,lead_n_species,follow_n_species,lead_n_connections_best,follow_n_connections_best,elapsed_sec
1065,1,-0.427734,-0.810588,-1.636719,-2.374734,264,280,28,40,2.03
1066,1,-0.910156,-1.271838,-2.353516,-2.844535,270,277,32,46,2.57
1067,1,-0.734375,-1.915857,-2.671875,-3.645277,282,285,29,42,3.70
1068,1,-0.277344,-0.686533,-1.648438,-2.236736,281,283,27,46,2.09
1069,1,-1.154297,-1.963383,0.281250,-0.460330,274,284,27,44,3.14
1070,1,-0.005859,-0.435504,-0.328125,-0.851725,277,288,28,42,1.86
1071,1,-0.150391,-0.534029,-1.070312,-1.486102,276,285,26,43,3.02
1072,1,-0.341797,-1.166645,-0.771484,-1.118842,263,287,28,43,2.07
1073,1,-1.597656,-2.276426,-1.644531,-2.076248,266,287,28,46,2.07
1074,1,-0.158203,-0.740021,-0.570312,-1.220072,259,287,32,46,2.61
1075,1,-1.388672,-1.923693,-2.501953,-2.941381,259,275,29,44,4.17
1076,1,-2.224609,-2.926217,-2.587891,-3.072748,257,268,29,40,2.65
1077,1,-0.078125,-0.435117,-0.898438,-1.605996,269,271,31,45,2.03
1078,1,-0.492188,-0.837582,-1.197266,-2.227160,277,268,30,46,3.11
1079,1,0.146484,-1.635262,-2.199219,-2.504451,275,272,26,44,2.83
1080,1,-1.007812,-1.372586,-1.009766,-1.378793,283,276,25,46,2.46
1081,1,-0.132812,-0.690525,-0.986328,-1.562318,274,200,26,41,2.05
1082,1,-1.289062,-1.662426,-2.712891,-3.496285,271,237,27,46,2.57
1083,1,-0.351562,-0.816996,-0.666016,-1.100275,270,241,28,44,2.60
1084,1,-0.001953,-0.707016,-0.425781,-1.151006,280,236,28,45,1.50
1085,1,-0.189453,-0.668844,-1.525391,-1.763391,291,233,31,43,1.49
1086,1,-0.191406,-0.449418,0.714844,0.199855,297,243,28,41,2.60
1087,1,-0.138672,-0.775553,-1.306641,-2.451340,287,240,27,47,2.49
1088,1,0.373047,-0.102590,-1.730469,-2.195045,292,247,29,43,1.50
1089,1,-1.031250,-1.319164,-1.486328,-2.032594,294,247,26,50,1.50
1090,1,-0.697266,-1.097510,-0.751953,-1.130520,293,246,26,47,1.34
1091,1,-0.896484,-1.577984,-1.214844,-1.737344,291,245,29,45,2.07
1092,1,-1.722656,-2.239939,-0.291016,-1.029957,287,247,30,50,3.13
1093,1,0.175781,-0.286125,-2.423828,-2.905385,290,267,30,45,2.59
1094,1,0.007812,-0.649639,-1.695312,-2.624029,282,277,27,45,2.07
1095,1,-0.017578,-0.283975,-1.093750,-1.630973,286,271,28,46,1.42
1096,1,-1.244141,-1.477850,-0.560547,-1.082547,289,280,29,45,2.08
1097,1,0.732422,0.360520,-1.277344,-1.815402,292,276,26,46,2.55
1098,1,-0.802734,-1.021852,-1.531250,-1.959180,279,281,31,48,2.06
1099,1,-0.115234,-0.348828,-2.021484,-2.374549,285,280,30,48,2.72
1100,1,0.451172,0.147068,0.142578,-0.933818,283,283,26,48,2.50
1101,1,-1.152344,-1.660363,-0.617188,-1.128365,281,281,28,43,4.21
1102,1,-1.183594,-1.447133,-2.710938,-3.060477,284,288,31,44,2.11
1103,1,-0.285156,-0.598371,-1.861328,-2.534438,298,287,24,43,3.14
1104,1,-2.263672,-2.598279,-1.591797,-1.993930,288,290,27,44,2.06
1105,1,-0.683594,-1.430342,-1.451172,-1.890564,172,291,30,47,1.52
1106,1,-1.419922,-2.065283,-0.939453,-1.414131,236,291,31,44,2.15
1107,1,-0.242188,-0.910797,-2.341797,-2.915154,272,292,31,48,2.05
1108,1,-0.009766,-0.767188,-1.447266,-1.831229,272,293,35,48,2.09
1109,1,-0.142578,-0.597303,0.812500,0.175654,269,297,30,46,4.30
1110,1,0.488281,-0.003447,-0.191406,-0.733828,282,294,28,45,1.89
1111,1,-0.845703,-1.205133,-0.373047,-1.015688,275,290,31,49,2.78
1112,1,-1.171875,-2.117268,-3.802734,-4.597375,274,284,28,49,2.63
1113,1,0.044922,-0.341350,-2.927734,-3.481227,280,283,26,45,2.59
1114,1,-0.630859,-1.151961,-0.927734,-1.404773,274,288,32,45,3.78
1115,1,-0.470703,-1.177119,-1.207031,-1.890037,276,289,27,43,2.73
1116,1,-0.605469,-1.061344,-0.900391,-1.403262,282,295,30,46,1.49
1117,1,-0.421875,-1.023760,-1.222656,-1.570965,286,289,30,47,2.64
1118,1,-0.558594,-1.369623,-2.380859,-2.755795,288,282,30,48,3.18
1119,1,-2.318359,-3.283328,-1.824219,-2.370850,294,292,28,42,3.71
1120,1,-0.919922,-1.413838,-1.458984,-2.094992,293,290,26,46,2.45
1121,1,-0.033203,-0.471191,-2.759766,-3.249285,288,273,25,47,3.60
1122,1,-0.496094,-0.722393,-1.656250,-2.752891,294,275,29,42,2.67
1123,1,-0.822266,-1.371340,-1.123047,-1.594982,286,283,26,51,2.04
1124,1,-1.179688,-2.595838,-0.898438,-1.314752,294,286,27,41,3.22
1125,1,-0.597656,-0.904031,-1.599609,-2.236828,288,290,29,47,1.51
1126,1,-0.708984,-0.913221,-1.472656,-2.104145,286,275,28,45,1.49
1127,1,-0.660156,-0.937025,-1.615234,-1.982027,289,203,30,52,2.08
1128,1,-2.306641,-2.771078,-2.531250,-3.084199,284,218,26,49,2.72
1129,1,-0.544922,-1.363855,-2.699219,-3.590098,281,229,26,47,3.66
1130,1,-0.734375,-1.196359,-0.699219,-1.246949,282,243,25,45,3.51
1131,1,-0.462891,-0.701199,-0.558594,-1.055314,279,243,27,46,3.37
1132,1,-0.480469,-0.818920,-1.240234,-1.868520,281,253,28,52,3.14
1133,1,0.400391,-0.282740,-2.064453,-2.558781,281,264,29,54,2.98
1134,1,-0.554688,-0.869793,-0.826172,-1.228898,279,267,26,47,2.32
1135,1,-0.468750,-0.698980,-2.037109,-2.525748,280,274,29,49,1.65
1136,1,-0.431641,-1.021033,-1.181641,-1.582637,272,274,26,46,2.32
1137,1,-2.673828,-3.573895,-1.742188,-2.470395,284,283,30,42,3.46
1138,1,-1.396484,-1.763768,0.042969,-0.668500,176,285,25,50,3.08
1139,1,-0.115234,-0.801947,-3.857422,-4.544123,238,287,28,45,4.57
1140,1,0.103516,-0.148965,0.164062,-0.415783,235,291,28,46,2.46
1141,1,-0.849609,-1.458354,-2.289062,-2.737721,231,295,27,50,2.69
1142,1,-0.455078,-0.895086,-2.744141,-3.201852,237,285,25,46,2.67
1143,1,0.304688,-0.436943,0.064453,-0.813813,228,289,28,41,3.19
1144,1,-1.513672,-1.922371,-1.298828,-1.788293,245,287,24,53,2.61
1145,1,0.375000,-0.487094,-1.341797,-1.990338,264,275,28,51,2.63
1146,1,0.796875,0.256039,-0.898438,-1.444918,264,282,29,49,2.03
1147,1,-0.292969,-1.339660,-1.035156,-1.330100,266,281,25,42,1.48
1148,1,-0.792969,-1.424475,-1.273438,-2.015402,273,289,25,52,2.04
1149,1,-0.792969,-2.142605,-0.929688,-1.457729,280,290,26,52,2.15
1150,1,-1.035156,-1.829104,-1.984375,-2.529146,282,201,26,51,2.42
1151,1,0.464844,-0.182336,-0.035156,-0.813340,269,229,28,52,3.15
1152,1,-1.994141,-2.370053,-1.527344,-2.032316,278,228,27,50,2.66
1153,1,0.712891,0.452061,-0.320312,-0.785908,279,235,32,54,1.45
1154,1,-1.953125,-2.592914,-0.515625,-1.801760,279,248,24,46,3.12
1155,1,-0.955078,-2.119262,-2.191406,-2.628373,278,250,24,51,3.16
1156,1,-0.445312,-1.026119,-0.251953,-1.046227,289,258,28,49,3.24
1157,1,-0.382812,-0.824959,-0.646484,-1.410838,286,249,24,52,3.18
1158,1,-0.279297,-0.884975,-1.248047,-1.675182,283,255,28,49,1.45
1159,1,-2.025391,-2.622629,-1.457031,-1.776488,288,252,27,52,2.63
1160,1,-1.121094,-1.558787,-1.687500,-2.090359,291,250,26,51,1.90
1161,1,-0.234375,-0.748615,-0.505859,-0.989828,285,255,30,58,3.19
1162,1,0.037109,-0.991951,-0.976562,-1.356119,283,261,26,50,3.12
1163,1,-0.783203,-1.982092,-3.056641,-3.870289,289,264,28,55,3.37
1164,1,-0.343750,-1.015900,-1.685547,-2.747625,284,264,29,44,3.08
1165,1,0.169922,-0.635219,-2.041016,-2.458424,286,258,28,46,2.04
1166,1,-0.271484,-1.510949,-0.808594,-1.203230,293,245,27,51,2.58
1167,1,-0.384766,-0.978709,-2.406250,-2.833652,290,253,28,48,2.64
1168,1,0.216797,-0.170889,-0.951172,-1.371482,280,255,33,47,2.05
1169,1,-0.527344,-1.174959,-1.494141,-1.841506,301,249,27,51,2.61
1170,1,-2.109375,-2.630861,-0.746094,-1.191537,305,246,28,48,2.46
1171,1,-0.039062,-1.079971,-1.158203,-1.468758,302,242,26,48,2.72
1172,1,-0.369141,-0.733516,-1.714844,-2.085365,301,244,25,49,3.17
1173,1,-0.966797,-1.346412,-0.617188,-1.020010,304,248,28,44,2.57
1174,1,-0.517578,-1.241123,-2.123047,-2.521676,303,249,26,49,2.62
1175,1,-0.394531,-0.644174,-0.218750,-0.814480,298,245,28,49,2.61
1176,1,-0.716797,-1.777402,-4.033203,-4.710625,298,258,26,49,3.72
1177,1,0.468750,-0.161521,-0.796875,-1.179586,290,262,27,51,2.09
1178,1,0.226562,-0.446424,-1.404297,-1.870729,291,249,27,45,2.09
1179,1,-1.107422,-2.305746,-1.970703,-2.379635,282,251,26,47,3.15
1180,1,0.617188,0.157348,-1.539062,-1.866217,280,254,28,47,1.95
1181,1,1.175781,-0.161184,-0.800781,-1.265318,285,193,26,47,2.66
1182,1,-0.068359,-0.567375,-0.785156,-1.430541,289,211,24,44,2.10
1183,1,-0.097656,-0.761590,-0.908203,-1.568660,290,227,25,46,3.15
1184,1,-1.410156,-2.163242,-2.371094,-2.862363,299,228,25,49,2.63
1185,1,-0.214844,-1.327178,-1.492188,-2.048313,290,246,28,45,2.04
1186,1,-1.388672,-1.690146,-1.404297,-2.360549,283,250,28,44,2.62
1187,1,-0.927734,-1.315574,-0.894531,-1.273693,291,255,27,50,2.37
1188,1,-0.791016,-1.351748,-0.886719,-1.296066,303,253,26,50,2.07
1189,1,-0.498047,-0.927199,-1.701172,-2.567648,301,257,32,47,2.60
1190,1,-0.519531,-2.146805,0.238281,-0.495572,298,261,24,46,3.01
1191,1,-0.613281,-0.986367,-1.775391,-2.231244,302,271,25,53,3.24
1192,1,-0.818359,-1.828539,-1.734375,-2.312514,310,264,25,44,2.65
1193,1,0.087891,-0.180641,-1.291016,-1.812828,304,263,24,45,2.09
1194,1,0.580078,-0.121982,-0.949219,-1.510785,130,261,31,51,2.03
1195,1,0.199219,-0.350582,-1.421875,-1.845008,173,267,28,49,2.08
1196,1,-0.603516,-1.204568,-0.851562,-1.505510,209,274,27,51,3.21
1197,1,-0.078125,-0.431473,-1.496094,-2.108691,208,270,28,47,3.41
1198,1,-0.908203,-1.398574,-1.572266,-2.498336,219,271,24,48,3.17
1199,1,-2.710938,-3.314871,-1.074219,-1.660486,212,265,25,46,3.72
